Video_ID,Upload_Date,Length_Minutes,Views,Ads_Revenue,Sponsorship_Revenue,Donations,Total_Revenue,Expenses,Net_Profit
73,2022-09-25,7.4,27143,54.4,55.88,49.55,159.84,92.3,67.53
74,2019-04-02,8.8,1203,124.62,150.6,21.08,296.3,65.76,230.54
75,2022-10-22,9.3,8060,56.62,35.04,15.09,106.75,109.6,-2.85
76,2021-08-13,6.3,7451,158.68,39.34,33.95,231.97,72.7,159.28
77,2023-01-18,6.6,552,69.99,39.54,14.39,123.91,51.44,72.47
78,2022-12-22,3.4,2200,72.9,64.42,78.63,215.95,75.27,140.68
79,2020-05-23,5.6,2384,110.62,85.24,39.0,234.85,60.69,174.16
80,2021-02-14,4.2,311,118.94,30.17,20.05,169.16,44.91,124.25
81,2019-02-04,8.2,1042,75.36,103.55,21.92,200.84,52.46,148.38
82,2019-07-25,10.3,1836,730.49,56.31,89.86,876.65,61.02,815.62
83,2022-01-09,9.9,746010,51.85,66.12,300.0,417.96,58.99,358.97
84,2023-05-05,10.8,34181,724.75,169.73,29.6,924.08,52.89,871.19
85,2022-11-12,7.8,1275,81.91,79.99,35.2,197.1,95.83,101.27
86,2021-10-22,8.0,22329,112.9,52.76,17.03,182.7,62.53,120.17
87,2021-10-18,12.0,15433,103.07,35.07,29.25,167.38,68.8,98.59
88,2022-11-14,3.8,26161,88.71,65.3,54.29,208.3,27.14,181.16
89,2020-07-19,3.2,12906,119.47,61.47,15.61,196.55,35.84,160.72
90,2022-02-03,7.8,10904,84.18,35.77,10.84,130.79,73.9,56.89
91,2023-12-01,10.1,19456,83.51,51.56,27.92,162.98,68.78,94.21
92,2023-02-09,4.9,985,81.63,97.91,12.95,192.49,32.78,159.71
93,2020-12-03,8.2,1172,69.58,108.74,17.09,195.41,71.71,123.7
94,2020-02-06,7.2,3655,57.93,160.32,35.9,254.16,82.17,171.98
95,2020-12-30,5.0,251978,79.93,37.07,19.04,136.04,60.05,76.0
96,2023-04-29,8.3,9814,100.52,70.84,12.53,183.89,30.49,153.4
97,2019-06-11,2.9,2497,72.21,37.23,28.71,138.15,39.13,99.01
98,2019-07-21,9.4,967,51.33,61.58,19.79,132.69,89.46,43.23
99,2021-09-22,10.6,7445,62.63,103.39,22.94,188.96,27.46,161.5
100,2019-09-27,6.1,4566,101.8,104.71,86.46,292.97,78.46,214.51
101,2021-03-26,10.5,2389,57.11,33.63,109.28,200.01,23.65,176.36
102,2022-07-18,9.6,93216,73.69,155.67,10.7,240.06,61.49,178.57
103,2020-03-31,5.1,6824,463.44,34.75,15.91,514.11,44.8,469.3
104,2023-01-25,7.4,13256,150.95,53.87,10.45,215.27,69.05,146.22
105,2023-10-17,9.5,478136,49.74,42.42,93.17,185.34,87.0,98.33
106,2022-06-29,9.1,4934,59.19,65.4,33.22,157.81,40.9,116.91
107,2021-10-13,3.8,19802,64.63,117.23,300.0,481.86,64.31,417.56
108,2023-09-22,9.3,9307,59.28,900.0,38.7,997.98,98.48,899.5
109,2019-10-23,4.6,589,72.01,134.54,23.32,229.87,59.36,170.51
110,2023-10-15,3.2,19084,86.09,33.5,15.21,134.81,42.36,92.45
111,2020-12-20,9.3,5269,91.22,121.08,20.63,232.93,53.94,178.99
112,2023-11-08,7.5,18524,53.03,778.32,16.51,847.86,43.09,804.77
113,2019-12-04,8.3,2383,113.37,48.98,35.86,198.21,68.33,129.89
114,2021-05-28,11.8,2132,60.3,36.24,18.11,114.65,55.13,59.53
115,2021-12-12,7.3,3845,104.72,63.72,103.56,272.0,90.45,181.55
116,2021-03-02,5.6,4975,51.07,48.31,10.55,109.93,56.24,53.69
117,2019-08-05,3.7,11368,59.46,171.28,33.77,264.51,23.66,240.85
118,2021-02-02,11.0,2543,1500.0,35.31,73.85,1609.17,49.24,1559.92
119,2019-07-07,9.0,11110,120.59,67.47,160.72,348.78,78.77,270.01
120,2020-01-15,8.9,14186,109.84,337.07,20.05,466.96,56.83,410.13
121,2020-05-07,9.9,7227,298.83,63.0,12.22,374.06,55.13,318.93
122,2021-11-30,12.3,1691,71.16,41.82,15.98,128.95,43.8,85.15
123,2022-03-26,5.3,7018,141.83,57.65,66.27,265.75,58.35,207.4
124,2019-01-15,5.2,6587,168.43,139.88,25.26,333.57,27.21,306.36
125,2019-03-06,7.5,6754,96.07,30.97,29.6,156.64,92.34,64.3
126,2020-06-04,5.1,733,85.97,50.79,189.84,326.6,73.91,252.7
127,2022-09-29,8.5,3854,51.04,94.23,20.71,165.98,65.1,100.88
128,2022-02-26,6.8,2373,54.53,106.28,14.12,174.94,39.45,135.48
129,2020-10-09,9.5,5015,57.7,111.72,19.61,189.03,74.28,114.75
130,2023-02-04,7.0,9422,536.27,199.59,63.51,799.37,81.47,717.9
131,2021-12-22,8.8,4631,88.58,768.44,18.34,875.35,110.16,765.2
132,2022-03-08,6.2,2126,76.78,210.21,103.23,390.23,49.58,340.64
133,2023-03-03,9.2,6707,102.25,50.13,23.76,176.14,60.0,116.14
134,2020-08-15,10.1,1791,135.31,153.83,45.26,334.41,78.91,255.5
135,2020-01-27,7.3,1829,55.31,139.09,24.67,219.08,53.55,165.53
136,2023-08-26,9.6,1800,148.48,29.98,21.2,199.66,10.0,189.66
137,2020-02-23,6.9,1164,158.06,91.7,62.06,311.82,62.61,249.21
138,2019-10-16,5.3,14090,62.23,92.12,37.38,191.73,54.15,137.58
139,2020-01-14,9.8,2034,60.85,121.86,24.41,207.12,42.56,164.56
140,2023-12-02,8.4,7593,66.68,106.98,10.53,184.2,52.88,131.32
141,2023-02-22,11.1,105419,317.3,165.51,10.56,493.37,70.62,422.75
142,2019-08-19,4.6,7810,62.57,32.09,48.16,142.82,70.87,71.95
143,2021-10-14,7.2,4360,78.67,91.85,34.57,205.08,40.69,164.39
144,2019-02-10,6.5,3992,55.39,81.61,18.1,155.1,61.38,93.72
145,2021-11-17,7.8,4163,223.68,70.48,16.69,310.85,55.58,255.27
146,2019-05-15,4.3,8006,252.41,56.19,14.68,323.28,61.97,261.31
147,2019-07-20,11.3,11693,57.06,72.61,76.51,206.18,56.55,149.63
148,2021-02-18,7.3,3515,54.5,35.63,68.37,158.5,28.01,130.5
149,2021-07-18,2.2,3065,77.58,33.24,13.25,124.07,76.93,47.14
150,2021-11-22,3.6,7457,172.22,181.01,38.45,391.68,63.69,327.98
151,2021-12-07,6.8,3094,49.32,38.2,20.18,107.7,88.31,19.39
152,2020-05-17,4.1,4367,53.28,84.42,19.76,157.46,55.92,101.55
153,2020-02-11,8.6,23406,106.57,150.89,15.72,273.19,60.1,213.09
154,2023-05-17,11.4,5783,149.43,91.65,22.77,263.85,55.27,208.57
155,2023-10-18,5.8,4172,67.55,140.85,18.76,227.16,66.32,160.84
156,2021-03-15,9.5,29751,60.94,33.12,49.3,143.36,79.12,64.25
157,2019-04-09,12.0,3546,156.75,86.51,87.29,330.55,73.55,257.0
158,2020-11-14,1.0,15259,58.93,68.36,20.59,147.89,68.86,79.03
159,2020-12-26,7.2,447,122.23,42.16,36.15,200.54,54.59,145.95
160,2023-04-20,6.1,5850,79.55,168.35,12.28,260.18,77.86,182.32
161,2021-08-18,5.7,23079,70.68,99.35,90.27,260.3,47.12,213.17
162,2023-10-29,9.6,48763,101.48,48.55,14.52,164.54,31.59,132.96
163,2020-09-04,6.0,1319,1500.0,123.37,41.61,1664.98,59.75,1605.23
164,2023-01-25,8.6,33890,273.37,33.1,19.0,325.48,21.04,304.44
165,2020-10-04,8.7,36015,47.44,37.87,84.3,169.61,42.34,127.27
166,2023-11-28,6.5,3258,100.16,525.53,146.56,772.25,55.33,716.92
167,2021-10-25,12.5,7596,50.27,33.7,19.06,103.03,52.69,50.33
168,2022-05-26,12.4,5718,99.85,38.57,14.58,153.0,69.56,83.44
169,2020-05-17,1.0,1826,157.65,44.31,14.38,216.34,56.71,159.63
170,2021-02-05,9.8,441,196.82,44.38,16.31,257.51,63.92,193.59
171,2020-02-02,8.6,3649,159.41,98.98,15.85,274.24,46.09,228.15
172,2021-05-20,4.8,111593,101.14,85.82,18.4,205.37,70.65,134.72
173,2021-03-05,8.1,1285,63.65,56.51,18.52,138.68,73.08,65.6
174,2020-01-28,10.8,3769,64.12,52.63,10.04,126.79,61.38,65.41
175,2019-07-26,6.9,17350,406.48,406.56,47.93,860.96,52.92,808.04
176,2021-11-04,6.1,9151,61.73,51.54,78.6,191.87,62.46,129.41
177,2023-04-27,7.9,14537,65.62,202.67,78.45,346.74,45.28,301.46
178,2021-06-10,8.4,5514,61.43,44.15,20.33,125.91,66.28,59.63
179,2023-01-24,8.1,41392,121.16,63.01,18.54,202.71,59.84,142.87
180,2023-09-11,9.0,3048,58.9,159.29,25.97,244.17,45.12,199.05
181,2023-05-18,5.1,9278,1288.95,75.05,40.08,1404.09,35.59,1368.5
182,2021-05-13,10.2,129575,183.24,153.28,13.4,349.92,82.64,267.28
183,2021-01-12,9.3,10476,179.79,84.49,300.0,564.28,69.25,495.03
184,2022-06-18,10.5,4248,158.53,93.98,15.57,268.08,70.65,197.44
185,2020-07-17,4.1,2555,180.36,97.99,52.54,330.89,59.94,270.95
186,2021-10-17,11.3,6649,81.81,52.01,20.52,154.34,63.69,90.65
187,2019-04-06,9.4,878,308.65,94.3,25.85,428.8,66.82,361.98
188,2023-10-24,4.5,19724,99.68,58.12,25.16,182.95,79.69,103.26
189,2020-04-29,7.5,5092,182.49,30.79,17.76,231.04,60.81,170.23
190,2022-12-01,8.9,1358,108.67,82.85,10.21,201.74,19.18,182.55
191,2019-08-19,12.5,6819,49.98,665.34,27.83,743.16,54.86,688.3
192,2021-01-18,5.3,8276,124.29,122.26,102.49,349.04,37.21,311.83
193,2023-08-06,17.6,5138,144.98,62.31,300.0,507.29,45.81,461.49
194,2022-04-09,6.9,1489,52.66,108.91,22.09,183.66,49.35,134.32
195,2020-06-24,3.7,11471,1500.0,33.9,26.18,1560.08,43.24,1516.84
196,2021-11-25,9.2,10519,112.85,36.26,12.66,161.78,10.0,151.78
197,2020-06-08,6.4,10712,57.13,229.28,17.73,304.13,51.58,252.55
198,2022-03-29,2.0,12272,193.48,60.81,11.89,266.18,31.45,234.73
199,2023-09-19,11.4,205,99.84,38.63,13.04,151.51,95.87,55.64
200,2022-06-20,8.7,36944,107.69,43.64,15.44,166.76,49.91,116.86
201,2022-01-14,12.6,5455,93.06,43.01,18.21,154.28,58.16,96.12
202,2023-12-25,7.3,5060,56.03,342.62,22.8,421.45,76.48,344.98
203,2020-07-31,5.0,981,101.87,48.0,13.1,162.97,42.33,120.64
204,2020-11-12,4.5,2535,127.98,212.54,67.79,408.31,77.36,330.95
205,2020-07-10,4.2,9942,82.01,70.36,11.59,163.96,62.19,101.77
206,2023-05-17,9.7,87291,82.56,104.41,26.64,213.61,51.59,162.02
207,2021-10-09,9.1,8375,450.4,141.89,13.92,606.21,85.13,521.07
208,2020-10-07,5.2,7323,80.91,65.38,41.92,188.21,56.49,131.72
209,2021-03-06,6.2,1760,50.21,452.3,11.3,513.8,72.44,441.36
210,2021-11-17,12.1,83,97.64,72.6,24.11,194.34,92.25,102.1
211,2023-07-02,9.2,673,57.8,510.84,91.72,660.36,56.5,603.86
212,2023-04-29,11.3,807134,102.98,311.41,18.43,432.82,65.61,367.2
213,2022-09-25,9.2,8371,56.94,39.1,57.56,153.6,55.56,98.04
214,2023-12-27,10.3,22650,147.52,45.7,64.34,257.55,43.52,214.03
215,2022-09-16,8.5,8762,76.1,46.96,220.7,343.77,92.88,250.88
216,2023-07-22,1.1,14622,79.89,364.98,11.77,456.63,71.69,384.94
217,2023-03-10,11.1,3197,66.8,117.15,13.81,197.76,71.0,126.76
218,2022-10-03,7.2,17,1500.0,35.28,12.06,1547.35,47.63,1499.71
219,2023-02-05,7.4,1375,98.15,55.74,18.87,172.76,72.18,100.58
220,2022-06-08,6.6,73201,67.55,47.29,293.96,408.8,61.43,347.37
221,2019-07-09,7.8,167568,89.99,280.33,13.26,383.57,54.39,329.18
222,2022-06-02,5.5,31256,93.54,95.74,20.16,209.44,60.15,149.29
223,2022-11-09,13.1,6738,122.35,156.73,82.67,361.76,46.75,315.0
224,2022-11-01,8.3,21637,190.18,55.15,45.57,290.9,72.01,218.89
225,2022-07-30,6.0,6292,86.24,40.53,10.14,136.91,41.43,95.48
226,2020-09-24,5.8,1850,129.82,31.47,51.64,212.93,26.0,186.93
227,2020-09-19,6.8,4741,58.3,521.85,22.34,602.49,64.59,537.9
228,2021-08-30,9.6,2046,506.64,60.73,17.54,584.92,53.75,531.16
229,2023-11-04,13.5,22247,57.13,62.31,18.32,137.76,27.3,110.46
230,2022-07-06,6.5,28261,103.93,86.59,12.8,203.33,65.32,138.02
231,2022-10-14,10.6,1964,208.19,73.19,19.77,301.16,97.0,204.16
232,2020-12-10,8.2,2172,398.17,39.09,10.16,447.42,54.26,393.16
233,2023-01-19,3.6,25388,84.64,338.97,51.3,474.91,39.89,435.02
234,2022-12-05,8.2,1660,123.29,94.09,16.78,234.16,75.57,158.59
235,2020-10-10,9.5,3658,422.8,30.23,13.16,466.2,51.28,414.91
236,2019-11-14,9.7,11290,113.71,64.5,62.19,240.39,58.71,181.68
237,2023-08-28,9.9,553,90.48,114.21,47.35,252.04,47.2,204.84
238,2022-06-02,5.9,491,64.53,155.06,13.39,232.98,57.8,175.18
239,2022-06-11,10.0,10752,90.37,32.91,18.24,141.53,61.23,80.3
240,2020-11-14,2.5,5205,186.12,29.21,12.99,228.32,53.51,174.82
241,2020-10-25,9.1,8455,61.66,44.18,25.43,131.28,80.19,51.09
242,2022-10-29,4.5,23481,66.02,33.31,20.12,119.46,62.4,57.06
243,2023-08-23,11.3,88928,51.78,43.03,19.04,113.85,75.21,38.64
244,2023-06-20,9.1,1148,74.3,117.6,200.05,391.95,75.16,316.79
245,2023-02-04,4.0,7797,107.95,34.21,79.03,221.19,49.68,171.51
246,2022-06-10,8.6,18619,106.75,67.78,12.27,186.8,54.14,132.66
247,2023-09-12,8.6,25583,56.93,39.51,12.12,108.56,63.41,45.15
248,2022-02-10,7.3,1974,333.53,79.75,15.39,428.67,93.74,334.94
249,2023-03-01,8.7,1067,64.97,415.33,20.99,501.3,69.17,432.13
250,2020-03-17,9.1,11185,54.55,134.84,18.53,207.92,53.54,154.38
251,2020-07-17,6.1,3899,78.12,50.23,13.6,141.95,58.68,83.27
252,2022-07-15,4.4,28611,72.34,32.89,12.86,118.09,67.74,50.35
253,2023-03-14,4.9,9395,485.38,43.44,16.34,545.15,77.63,467.52
254,2022-11-10,7.4,18874,181.73,47.52,23.07,252.32,77.6,174.72
255,2022-11-11,10.6,6052,175.58,42.81,16.42,234.82,31.25,203.56
256,2022-02-10,5.2,7557,99.66,900.0,61.04,1060.69,107.55,953.14
257,2023-06-25,6.2,5711,57.28,31.76,69.33,158.38,39.08,119.3
258,2023-07-07,9.6,12218,76.15,171.66,26.69,274.5,69.12,205.39
259,2021-08-09,7.8,2806,80.96,68.08,19.21,168.26,48.8,119.46
260,2022-01-09,1.8,10695,51.97,31.15,13.84,96.96,66.51,30.45
261,2020-11-29,8.7,7185,70.08,149.3,15.12,234.49,53.12,181.37
262,2019-04-23,7.4,7453,75.27,119.03,16.3,210.59,61.54,149.05
263,2019-01-02,4.8,7163,62.67,37.75,27.86,128.29,66.41,61.88
264,2020-10-03,5.5,1271,79.29,93.66,131.29,304.24,71.17,233.07
265,2019-08-08,8.9,1807,249.3,135.32,17.24,401.86,107.14,294.73
266,2023-05-09,10.1,2848,296.67,359.52,17.08,673.27,46.93,626.33
267,2021-05-04,5.1,11326,82.26,900.0,30.43,1012.69,74.4,938.29
268,2023-10-26,8.1,14543,115.93,64.38,104.64,284.96,64.87,220.08
269,2022-06-02,6.8,45620,49.45,215.36,41.75,306.56,112.21,194.34
270,2020-01-20,6.5,48050,106.66,66.78,12.88,186.32,56.48,129.84
271,2022-11-27,9.0,15909,174.13,38.44,41.67,254.23,55.94,198.29
272,2023-07-20,7.3,10007,62.99,38.73,15.23,116.95,85.04,31.91
273,2022-02-27,7.6,1530,121.57,130.92,28.82,281.31,42.89,238.43
274,2021-12-12,9.9,4854,65.64,39.09,30.19,134.92,37.91,97.01
275,2023-09-04,6.1,4184,70.87,32.3,10.6,113.76,70.31,43.46
276,2020-12-30,5.4,7688,95.2,71.47,55.47,222.14,46.07,176.07
277,2023-08-23,12.5,30174,66.55,47.69,12.58,126.83,43.53,83.29
278,2023-09-30,11.2,4107,159.03,358.69,16.69,534.41,92.65,441.76
279,2022-12-10,7.8,17828,89.77,44.03,60.88,194.68,79.15,115.53
280,2019-09-04,5.5,10514,77.93,41.21,22.65,141.79,20.83,120.96
281,2021-04-15,11.6,3254,192.68,44.28,21.6,258.56,55.23,203.32
282,2023-01-02,7.3,5483,63.58,32.96,118.69,215.23,92.39,122.84
283,2019-07-22,6.7,26740,1411.48,30.93,15.55,1457.95,40.72,1417.23
284,2022-04-22,12.2,2950,82.03,64.17,15.35,161.55,62.93,98.62
285,2019-05-03,6.7,37184,74.24,46.08,13.28,133.61,77.58,56.03
286,2020-02-05,8.7,2514,143.91,115.52,22.35,281.77,92.25,189.52
287,2021-02-05,5.9,38701,138.71,148.96,13.37,301.03,61.64,239.39
288,2019-10-21,6.4,2858,65.96,34.87,12.87,113.71,71.95,41.76
289,2019-10-07,9.8,8086,119.79,34.6,11.65,166.04,66.83,99.21
290,2021-06-02,9.0,4096,84.3,49.96,11.29,145.55,35.87,109.69
291,2023-06-22,12.6,87,1309.67,123.11,54.2,1486.99,75.29,1411.7
292,2019-07-17,11.3,2268,57.44,32.02,32.52,121.98,63.55,58.43
293,2021-09-08,12.9,164,52.48,155.05,21.05,228.57,93.3,135.27
294,2023-03-15,13.0,18197,61.2,54.38,87.99,203.57,61.46,142.11
295,2021-01-21,6.2,13046,63.21,44.7,143.57,251.48,81.01,170.47
296,2019-05-24,5.0,656,70.03,52.41,24.78,147.22,54.59,92.63
297,2020-08-31,12.6,2434,469.2,222.05,19.53,710.78,44.95,665.83
298,2022-05-09,5.9,616,127.75,117.71,15.52,260.99,76.7,184.28
299,2022-02-21,8.1,2029,117.21,51.06,15.04,183.31,50.27,133.05
300,2019-07-06,7.2,2441,99.66,50.21,16.84,166.71,74.97,91.74
301,2022-09-11,5.4,7465,70.81,388.86,92.03,551.7,34.13,517.57
302,2020-04-08,6.3,701,1500.0,81.68,21.6,1603.28,89.12,1514.16
303,2022-10-04,5.4,6023,80.3,31.08,11.04,122.42,10.0,112.42
304,2023-11-30,3.8,1019,49.16,50.35,54.31,153.82,51.75,102.06
305,2020-10-21,6.6,5522,66.84,41.44,17.64,125.93,60.89,65.03
306,2021-02-02,9.9,3772,210.06,31.08,24.64,265.78,37.05,228.72
307,2021-08-12,13.1,12393,52.17,36.86,40.24,129.26,72.58,56.69
308,2020-02-07,8.6,823,73.55,67.23,34.31,175.09,76.96,98.13
309,2022-10-01,5.8,1289,52.77,64.69,294.01,411.46,13.46,398.01
310,2023-03-15,10.4,3561,127.0,63.37,23.15,213.52,66.47,147.05
311,2019-05-27,7.4,31270,255.84,187.24,24.46,467.55,22.34,445.21
312,2022-03-17,8.6,4543,244.55,133.5,15.05,393.1,85.02,308.08
313,2021-05-13,11.6,16294,305.42,37.97,17.53,360.91,78.95,281.96
314,2023-10-01,10.5,10760,70.58,42.28,20.45,133.32,68.54,64.78
315,2020-05-03,1.6,3650,51.48,71.9,32.34,155.72,41.53,114.19
316,2021-07-17,8.8,14566,74.57,50.22,19.59,144.39,66.1,78.29
317,2023-07-22,6.8,2782,1465.4,125.11,30.67,1621.19,37.4,1583.79
318,2020-07-04,8.2,3471,55.33,40.84,36.7,132.86,106.61,26.24
319,2019-12-04,4.6,16067,76.56,55.23,12.61,144.4,62.81,81.59
320,2021-05-21,7.6,2760,300.14,45.0,16.86,362.0,73.82,288.18
321,2020-10-02,4.3,22314,67.85,138.58,75.16,281.59,73.88,207.71
322,2023-12-08,10.2,3421,61.26,123.19,15.72,200.17,88.45,111.72
323,2020-04-17,11.7,1000000,225.65,43.31,12.1,281.06,57.24,223.82
324,2019-05-31,5.9,3253,171.53,32.63,10.16,214.32,89.36,124.97
325,2022-12-09,12.6,7239,49.84,35.6,10.32,95.77,63.98,31.79
326,2022-08-14,10.1,1927,71.93,99.69,21.35,192.96,77.49,115.47
327,2023-06-23,10.0,6581,74.69,900.0,51.57,1026.26,106.61,919.65
328,2019-09-20,9.0,57072,69.17,38.71,24.9,132.79,78.96,53.82
329,2023-11-23,10.2,15003,68.75,41.12,37.21,147.08,81.72,65.36
330,2019-05-24,10.6,1608,116.08,51.83,14.59,182.5,65.09,117.41
331,2019-12-12,2.0,1282,51.6,156.19,300.0,507.79,36.49,471.3
332,2020-09-15,9.5,9624,100.5,39.79,12.53,152.82,49.74,103.08
333,2021-10-13,13.3,6075,104.2,85.27,16.58,206.06,63.91,142.14
334,2023-05-15,8.3,629,70.97,74.91,26.38,172.26,40.5,131.76
335,2021-05-30,10.5,58082,74.02,109.98,43.35,227.35,85.61,141.74
336,2019-01-02,6.8,2281,63.46,298.87,18.79,381.12,46.07,335.05
337,2021-06-15,2.5,25141,55.1,33.06,12.46,100.62,29.77,70.85
338,2022-08-20,5.7,3371,71.95,41.47,21.04,134.46,80.65,53.8
339,2019-09-11,15.8,622,110.73,630.55,300.0,1041.28,74.41,966.87
340,2023-08-03,15.7,9086,91.34,68.94,16.49,176.76,21.8,154.96
341,2020-03-28,7.1,4069,82.53,133.33,13.13,228.99,65.66,163.33
342,2021-11-26,9.1,4103,53.28,35.84,25.31,114.43,75.01,39.41
343,2022-03-29,12.1,4974,78.85,84.94,88.8,252.6,65.82,186.78
344,2021-10-11,8.2,12918,78.0,91.07,36.92,205.99,53.98,152.01
345,2019-01-09,9.9,9858,396.24,74.52,27.62,498.39,55.34,443.04
346,2022-06-10,13.8,65412,76.47,89.54,69.3,235.31,62.45,172.86
