Student,Avg_Study_Hours,Expected_Score,Assignment_1,Assignment_2,Assignment_3,Assignment_4,Assignment_5
Student_47,3.0393612290402126,70.02118053532058,80.34226746237755,72.90914395795404,67.88156336378879,66.3621808980746,74.74431182329153
Student_48,4.557122226218915,95.4610479421678,100.0,98.17472084454913,94.58250500071973,92.65935459948432,100.0
Student_49,3.8436182895684614,94.04549041965589,70.99764485782893,84.13766365242714,100.0,89.96992446841935,100.0
Student_50,1.736959844637266,66.43620363480544,25.588323654182304,73.4381045719598,80.15684356566793,26.442411060345982,100.0
Student_51,3.824083969394795,91.88615791895977,95.78964882409149,100.0,89.91223890810149,92.34481651744315,88.40842012232939
Student_52,3.1149177195836835,82.90500453397226,42.98831489919749,83.26999215357625,84.01101294736972,78.86337942097461,81.18030146608959
Student_53,2.8230779996940414,79.93908115670355,66.05273769724688,100.0,64.05462991789149,79.63691246517458,100.0
Student_54,4.111676288840868,89.7601879980672,75.61816541026789,86.29389160762945,96.43234877229132,86.69081457924231,85.8981013691532
Student_55,4.530999522495951,89.22709120428095,50.88122658962505,89.40099566512751,87.38471761986632,89.34348489911773,85.30039504541394
Student_56,4.431280119116199,88.70515045403684,92.53380113570357,90.5485127063539,83.7367245138542,81.732526347128,89.70552101820708
Student_57,2.6607824767773613,80.15458734005021,74.94307714588719,80.10694369803792,71.64603922105785,92.6422596833618,78.87552596769082
Student_58,3.1907876241487854,82.00516751908228,100.0,68.03263040648827,68.47788366080526,83.93101345229782,74.78363300745902
Student_59,3.831263431403564,87.62007309099953,84.98426018817926,90.05034119340077,94.70845661835146,100.0,83.30730619314107
Student_60,4.475545127122359,92.63600105961183,97.1947336987761,88.23492685039012,96.73334846281455,96.12243013817131,94.77805289768013
Student_61,3.02082576215471,78.68231339414334,67.06177386600481,82.93095866789017,80.65687455863458,56.9660760258827,69.74151694689886
Student_62,3.314341023336183,88.37796920580253,90.93454477089814,79.55411575625928,89.64368835178607,80.19330574846651,88.25645128672654
Student_63,2.393665025993972,72.26042985059958,66.56504095674232,73.15055027157709,52.28476106269808,62.76294202578524,75.49633835623456
Student_64,2.303793375919329,66.33261019268545,100.0,67.20014176265386,66.75434840866271,67.75010323292346,100.0
Student_65,4.312525822394198,96.84351710164285,93.69496525743409,73.62788258063408,79.17685664055968,100.0,97.39866466595855
Student_66,4.856240028570823,97.53801696638465,93.03195688329973,100.0,93.1808349375178,91.71494285098355,94.72307605565575
Student_67,3.427989878419666,84.43687811186054,100.0,82.48742547019977,44.32279576325386,87.87820376827482,84.03077666214686
Student_68,4.503532897892024,100.0,56.98304518477014,100.0,100.0,100.0,98.98454232456963
Student_69,3.861636025047634,88.5135574637238,49.98275681491383,85.05220875326607,98.2403577322976,100.0,76.42902294577466
Student_70,2.8548802453948756,79.99472081954238,78.49731646716427,40.98154420033251,78.74055072795072,81.08740853789483,77.21016333507244
Student_71,3.861395605508414,82.71933859859251,80.42442809438894,83.3455023312592,78.53244767156608,82.50380156223703,86.12466951638126
Student_72,5.038036566465969,99.2820184029049,100.0,100.0,98.70212519097379,100.0,100.0
Student_73,3.4641739608900486,87.68936983494349,86.0890007015856,88.35394641065224,82.2844511978547,91.37815146586841,96.97955417223297
Student_74,5.064643655814006,92.86956788893386,70.12809188576344,94.51743767576009,95.79742408406145,84.14267524381651,94.87315646820218
Student_75,0.8802548959102556,59.8067744246811,94.27436962779458,71.2904595175605,20.305233858875383,63.64381766148843,100.0
Student_76,4.321902504375224,93.72298040697628,98.57581205296835,100.0,100.0,100.0,91.75912906704843
Student_77,3.587047068238171,86.07690796031892,97.52623927214105,85.59893890483848,94.79003566504197,79.69591257469193,91.46601750848711
Student_78,3.2009926495341325,87.19572098863253,91.6064079516174,92.34233985894,100.0,100.0,100.0
Student_79,3.5917607765355024,87.58980033959763,92.40620581429603,83.85873543016879,95.132937000451,47.49183031337019,100.0
Student_80,1.5124310853991072,72.5146703457733,75.98232260776877,73.78096248287319,58.228266126490894,91.06513063374925,74.14013230538522
Student_81,3.280328112162488,77.8353335436547,73.00318701958717,100.0,72.00388695824545,100.0,69.50944441347205
Student_82,3.8571125715117462,89.2507485512092,73.82060370902853,85.37651396223089,94.9280555170555,90.17740563003787,88.36673791706727
Student_83,4.977894044741516,100.0,100.0,77.402690757657,100.0,91.23123269898335,100.0
Student_84,2.9817297817263526,74.47102534848813,99.28070899932662,85.96597475746994,37.762486039886944,77.22311787507124,76.28243367421027
Student_85,2.6915063971068123,81.69653898152485,87.60606734031866,76.08947438363278,88.7555434632603,85.62869360560246,85.55597179438269
Student_86,2.9982429564154636,91.60579609341873,85.04658216756326,94.10346899095202,97.4620804488567,89.72449812536134,81.12128020978737
Student_87,4.415402117702074,94.06899080460158,95.08960409659556,92.18542962747108,91.4805245138668,91.91284866178609,89.16091539799768
Student_88,3.8287511096596845,90.81261653796568,100.0,95.7478712000631,88.41866156087029,96.27642176705993,98.4269504845402
Student_89,2.970239796232961,80.12499034140625,86.91657931612397,72.9967317271592,83.07067857311513,84.72182548300599,92.69842054909
Student_90,4.013267433113356,86.56475098159768,86.02973574482674,86.5139606264665,79.37119886802685,99.59155745813251,93.82907572171152
Student_91,3.5970775493480405,76.86697410447032,85.44889650155808,61.49652451915904,74.9090831997087,61.61895230363037,80.51572117037904
Student_92,4.468644990532889,91.15758248985206,90.79759318406815,78.13036323565956,100.0,90.84199031624004,100.0
Student_93,2.7979469061226476,71.01967715646781,66.14324698903704,38.628546785607966,71.16508527900487,77.98908278338091,98.9642680006329
Student_94,3.1723378534022317,90.2438889243179,90.35662444498348,50.08967523710875,88.82713699872849,81.03792992341977,70.90983971549547
Student_95,3.1078918468678425,80.50336999906223,86.20302973410666,68.03584042735739,83.9216354099775,76.24168909714457,78.79940813538003
Student_96,2.0364850518678814,68.63525387344296,65.52047655611393,82.0304740514118,91.38802443112775,28.432802540230533,83.21152311075805
Student_97,3.796120277064576,92.40697189458479,100.0,82.95112201351559,84.96080213574062,88.19421675697092,98.59881112658559
Student_98,3.761055272179889,82.00179720751945,70.8707569900692,100.0,64.14970937253443,75.11853419322163,95.40525827739191
Student_99,3.505113456642461,81.21681437640184,42.90720492563611,76.21465579332849,100.0,41.7897762025507,82.41062036433453
Student_100,3.265412866624853,82.99449001249164,81.64541239856695,91.31465592358967,53.06017971751825,81.73225009688373,66.9538969897982
Student_101,2.0846292579495858,75.99013753661328,58.28383213997028,86.189315994774,50.58022906841113,78.1505426010411,77.61107654884306
Student_102,3.079354677234641,83.30197199819035,78.61146156815913,85.14473443902214,100.0,86.29821026240147,78.79356167929105
Student_103,3.1572854834732307,82.81448054731172,80.35379329477098,86.04121909790616,82.31801668399086,80.52563793775683,91.93739749729588
Student_104,2.697722730778381,77.3678159839639,71.33160286419128,70.9798607464088,80.58250104140645,75.15483008287445,75.5855651582969
Student_105,3.338714288333991,85.38832216097379,86.27302784324185,83.46367858754785,86.1893844524951,74.81583963110704,85.40726477172335
Student_106,3.9040508568145382,90.04877309379165,83.94458553054272,100.0,83.63401948418519,98.80900329393741,88.01973701071324
Student_107,5.38618590121053,98.71199763822062,100.0,88.76672827723306,77.37147058495505,96.28504941422696,100.0
Student_108,3.674577812831839,86.97617423648416,89.56802605074233,47.59487652170145,69.57745249465879,91.0950413711597,81.01872293027176
Student_109,3.7575503907227645,82.20706061263888,84.93971506304783,76.94617154902123,44.76046017206557,56.6246970028364,74.9113008578774
Student_110,3.425554084233833,84.66095355684244,93.89203848534336,86.27614524384796,80.3030676208046,52.614943312645345,71.74266626172908
Student_111,1.5812287847009585,63.40904813956838,59.23729324358959,43.05170923804881,60.22462539597449,60.899396427152205,64.381598978401
Student_112,3.4734861245507833,97.43176935942213,91.04505225740013,98.32665217779345,98.22352219793369,67.47127733584432,100.0
Student_113,3.5602302099410266,85.4028301806517,100.0,93.14480065376334,92.36361683947365,92.62805013458531,80.83483335582089
Student_114,5.963242112485286,100.0,82.7990473808825,100.0,99.21316794844934,100.0,100.0
Student_115,3.3076390352188776,82.40548929880416,78.65591405162088,78.07168825584486,88.19895446216177,72.09624223673198,76.44515541579918
Student_116,3.8015473423336124,90.61226715152556,91.24549236481315,92.32682155565749,87.67239835940988,100.0,91.70736487549206
Student_117,3.4652882302947567,93.01970203371019,88.8353872373244,92.07383856449351,100.0,84.6327562739618,98.40909237054598
Student_118,2.3313219623804677,70.36595762411109,84.6239839127147,86.24631703918577,78.63274987855739,72.08322295745502,61.92731855224372
Student_119,4.6428228145150205,88.516088275032,100.0,79.4586880665018,91.55230379998092,97.94603537702481,86.86233967438736
Student_120,4.251933032686774,96.60351538402266,99.26189737538913,97.1062236671608,91.50422587813354,90.29613512948136,57.78973575883907
Student_121,4.291031947043047,86.0073259409322,81.32599874808896,100.0,48.094104680206186,82.8996573871435,87.20971139155805
Student_122,2.590612545205261,73.72534824451517,35.26241062084531,81.30910937123961,75.66560548794051,33.85256724826173,64.12755806275575
Student_123,4.902794310936099,97.73984068180602,100.0,94.8689395337583,95.74658857156398,100.0,57.607716047804814
Student_124,2.098148937207719,70.63332210557665,66.86929741363981,61.07553921274004,67.05488453183628,29.919812960992466,78.57374436228228
Student_125,4.08685709380027,94.31439322337438,92.40437497441161,85.26457010153857,52.52655473300859,84.90283073647785,69.974205498353
Student_126,5.690455625809978,100.0,60.408491301794264,91.35893382457473,94.91272145879317,58.64718640981606,100.0
Student_127,2.5094636748693118,73.72599048785932,76.9105452838181,72.96228815041411,74.90284123684822,74.52454871447914,78.86977505089939
Student_128,2.933702270397228,79.26567093922534,59.287771596691485,73.02885987437902,87.90789183480604,100.0,78.28500682629905
Student_129,3.599651365087641,86.74450343847035,53.60698502030397,88.87743797222795,91.02961886163361,86.65035906895645,84.1400783925413
Student_130,2.9965243458838007,80.45437933237761,83.23324213041016,85.54132306467794,85.34306010870323,90.02337878421487,84.24428105926958
Student_131,1.9493365689338673,71.67339456545157,100.0,72.19743133967349,80.97040080219226,73.10491831606798,74.43383040893995
Student_132,3.5685629748060275,89.90482729626896,90.08737294834462,91.43064490224411,92.10832829680945,100.0,89.42345521422119
Student_133,2.437696286273895,76.3401334409938,77.5923312273996,78.16870657932229,80.93217900999063,78.19154189412454,85.99473282126768
Student_134,3.9735924306351817,92.00385192389791,98.86859680186443,93.76756712710153,100.0,88.82984731523946,100.0
Student_135,2.5805757657661967,67.89464182392959,67.4971069797539,27.99002420111966,69.26501798789609,66.52105783621026,95.99365184078457
Student_136,5.04993440501754,100.0,83.18419362077432,100.0,100.0,100.0,86.75402264113826
Student_137,2.716746707663763,79.56500481664567,66.48604606377774,38.733197631764675,76.00590206381793,80.61018711678607,75.1229186145168
Student_138,3.1779384837943243,85.42409081079549,89.72044723131422,80.31903894734481,87.5770263338962,84.32685889548124,100.0
Student_139,4.31351721736967,89.67341830252774,48.931897734167435,96.53717883294921,97.36708636316106,95.69823417799924,76.38876546754159
Student_140,2.269135683566045,69.39616046121724,53.08614880480799,67.83060956494803,77.54221741910685,70.00271371882941,70.51506357092454
Student_141,3.7274599346041293,84.40409596962331,82.3683217249735,87.15748545698197,86.75162704349725,82.47824699673211,81.6629281535441
Student_142,4.807142754282428,100.0,100.0,100.0,97.65380837696182,99.01832597290282,97.38451631704187
Student_143,1.8925167654387725,74.09457292900876,76.18804435244932,75.00171373925367,88.71886866552268,100.0,74.40031607275169
Student_144,3.684633858532304,84.80903804886503,80.65751158126068,100.0,90.14063145485197,83.24661505213247,100.0
Student_145,3.7598827942484236,92.13863951061948,94.71429079899892,85.76787744010264,79.08843325116045,88.20394283393595,87.45544142276916
Student_146,4.28182287177731,93.43562776359607,97.39135432380861,99.73362287088392,100.0,100.0,100.0
Student_147,2.263049289121918,72.009064005407,77.21614696690897,75.17734873944305,30.311162956136634,57.22184121003863,62.293083626430516
Student_148,2.1795433869157237,70.73851272006739,29.83231819818637,100.0,68.27000821662548,100.0,74.86121732122302
Student_149,4.021941565616897,93.95247247917976,94.85974832171664,97.47057323556913,100.0,100.0,91.70409413785643
Student_150,3.7969846732331862,89.5977358162672,68.74086206787804,90.65322004292571,48.15060104374233,94.8188509958418,91.0468965338064
Student_151,3.7504928503458768,98.88405564169696,100.0,100.0,100.0,84.08971082479593,100.0
Student_152,3.846448209496976,84.20335887998313,100.0,86.73772247232965,82.00401208778679,82.12503210252451,70.08073777036023
Student_153,2.8199752784215093,80.79026129436497,78.69622932637671,89.35110323408423,69.06947691327039,84.10817346242307,77.96871687075463
Student_154,3.7322536971610036,84.67653192255247,68.56926535454177,87.2237757528307,88.69647731424844,100.0,88.12007037240875
Student_155,3.793072473298681,83.5842897980436,84.04699595396228,85.91030770690732,81.25703633591024,82.19098949060198,74.00354501341246
Student_156,2.785648581973632,77.80215013456146,37.36445427559536,84.01278949342174,80.953965034128,79.5798871043569,72.95094206262122
Student_157,5.365774511144757,100.0,98.8789523037472,96.87730959870024,58.170838571076345,94.64181561037184,96.91970882767599
Student_158,3.9738329209117875,100.0,83.26020096338151,63.06904877919946,90.48744766781459,96.29236081478149,91.44437847064466
Student_159,2.3086965027973516,72.1662359495575,72.12607864141275,67.15677068219654,73.02775787055526,77.78283893520842,76.54914201647965
Student_160,4.15655360863383,85.91464243891488,82.8539433673407,96.32092073686643,85.76962298677459,85.9427259229819,100.0
Student_161,2.5253183297726784,76.61823688519873,57.26812314301846,34.4473513861199,76.76327151876393,58.63208353364611,84.49942329813759
Student_162,4.287084603742452,82.49764584969267,82.25498973278124,81.15009446739855,44.44576912530206,81.33227295512204,80.88023879827648
Student_163,4.658595579007404,96.12617187705271,95.44928407621309,97.47788352854938,88.89746886850223,100.0,100.0
Student_164,2.6793176816482895,76.8733032279587,53.05261145057288,100.0,100.0,79.79579023098377,74.93869940215474
Student_165,4.463376129244322,98.60676320716928,60.083841152370056,98.35240893240912,100.0,58.49064844843841,100.0
Student_166,3.9127809269364984,93.99592051650421,67.93084421095622,95.61149400203686,100.0,98.74427541188362,86.2303298168394
Student_167,4.32206015999449,90.7027535054063,96.68247252085962,79.15549941069756,89.52390745367947,82.84329116820264,93.0421066633183
Student_168,5.396792982653947,100.0,60.664223210597704,95.88872103495946,100.0,100.0,100.0
Student_169,3.2546118839971294,78.71551468691793,97.87059044920267,100.0,90.57550401479645,75.29400543526901,78.47997080428195
Student_170,2.7462638356425106,71.82232558238664,71.8930230874342,55.80260253666212,75.69671227419919,73.76902221922664,70.25638673624346
Student_171,2.6104855703744767,77.65432960064793,85.58956852723176,71.73775823931136,81.88929825248395,70.97580677220681,38.07498940713668
Student_172,2.6841897150345617,70.47396940736262,100.0,88.58947514270406,67.66452841227091,68.80120903257338,68.28995448154868
Student_173,3.422898290585896,82.15584840299964,84.97989441730061,83.94152446272592,74.64048109398016,85.15261837671673,80.27334001260573
Student_174,3.841151974816644,83.43564994867026,83.86407932237086,58.16452453922816,100.0,83.97561578324813,44.74111449491156
Student_175,3.776690799330019,90.51532392475148,93.07377852648159,94.73045021791454,98.17622993838906,89.1941390739066,93.07471649436773
Student_176,4.327183249036024,100.0,100.0,100.0,96.34800356532577,100.0,100.0
Student_177,3.513001891877907,78.62207900476241,80.37422507601237,38.66857093890637,77.39708766051072,80.24999574011035,80.33538834369159
Student_178,4.953534077157316,90.27024835708531,77.34203184314983,97.77182536314913,80.59933594219393,100.0,93.38058746679444
Student_179,3.235343166762044,81.7289972408701,82.7247276931521,100.0,59.51427262107052,78.60823377313694,94.50322192836077
Student_180,6.220169166589619,100.0,96.44978265246459,100.0,88.7751193502841,100.0,94.58431478361302
Student_181,4.125667347765006,92.34997001143654,93.06266855603312,97.22125913076309,89.15978679394426,59.152185004705096,98.26804374197579
Student_182,2.6428424435837172,74.19682185966545,79.86274586001622,73.73475352545033,79.62530128588232,84.15371787924806,74.21353152404889
Student_183,2.429107501938888,73.28787852526172,73.96656631391008,74.31819967859776,67.5749754864661,33.74782466885557,42.25669633422234
Student_184,3.982472415243185,91.66227620513487,96.95018182545192,90.67603776566304,48.69021742116556,94.20006851521075,100.0
Student_185,3.276537214674149,87.96752660996569,81.77593400794461,81.0118370803455,83.47043466329276,82.75490825000799,100.0
Student_186,4.214000494092092,82.3647610893295,96.86849911432334,97.99122795727473,83.40392448205779,81.81032522771119,43.21464414775321
Student_187,3.973237624573545,87.88767905057814,86.19036265901343,90.11261372936232,88.8654230633666,90.27764065076553,92.87806598421703
Student_188,3.4271710873431274,85.3407548431366,44.304526686811464,81.30213768193404,85.31820712514485,89.17251568211894,81.28519031160582
Student_189,2.653206281931595,71.94218229626227,69.71298206809936,49.30235513721086,73.60574301812075,74.66046685191033,74.52515842210408
Student_190,1.9851527753141354,78.50737591197785,76.90921024194796,92.24564070189787,85.09354856672883,70.55540844285686,68.22628511543506
Student_191,3.0534850479329787,77.3578010781861,76.51836937152517,88.59910392367163,77.32158854508035,77.50985180093366,100.0
Student_192,4.356398794323472,93.35752450819831,93.31413105276894,92.119230391411,72.47707198968038,99.55968118196556,85.87430467597136
Student_193,3.7140937441302038,89.92104792551349,100.0,89.16347972722912,55.61546461591136,100.0,93.95504577413784
Student_194,2.254261221288012,69.58618826887064,69.19764134900547,66.90875065518938,60.91808468908121,63.807858096741356,69.43063395602569
Student_195,3.673180925851182,77.49894401948973,85.15571897939571,88.44779892190262,100.0,73.38683727828261,81.5498470326348
Student_196,3.885317379728837,86.7099011627057,83.60978520988165,88.86329914512034,93.62056759395603,100.0,82.90407122604343
Student_197,2.616142563798867,81.30862841762388,83.94452109148652,88.3948539915751,41.16108383501673,78.68511076869686,85.77534350728295
Student_198,3.653725105945528,84.8527754255296,83.99740912509256,95.13242329815591,87.07573485444664,82.55235032643088,85.17399179115932
Student_199,3.558208718446,81.3499156771651,100.0,100.0,86.27068680977153,81.69292188383452,88.97851236153264
Student_200,2.3570297021693767,78.19865806920737,79.77563886548096,82.13835687583128,77.6620326729949,76.35059077553387,76.51458028210963
Student_201,3.8577873603482833,86.92399912336757,81.95866917887369,100.0,87.69641505589827,46.841685395654494,92.384317881476
Student_202,4.060784526368234,88.05704119543127,84.1528171932088,86.63299254993885,88.6379909284962,83.83348838598421,100.0
Student_203,4.583051243175277,96.57779288006931,91.46299660830076,99.68754491787507,100.0,92.54091221356155,90.82669997049373
Student_204,4.553802052034903,99.39177156844296,96.10233717558728,100.0,90.28508942752065,100.0,89.84709019225835
Student_205,2.122330632042909,83.13187397909182,66.8324538412891,81.0756757404421,100.0,93.84685685061882,73.48455103175405
Student_206,2.562174960084877,79.7579301391359,86.84206146544173,71.16336223765275,75.82121633830238,77.36935845718926,80.40439260132558
Student_207,4.01503526720866,95.94955250402832,99.97951447021643,85.10053890110164,100.0,92.01962762497043,96.7240530947401
Student_208,4.013785950912209,87.6080285141828,94.30624836066076,84.84837331210889,77.50152054218161,86.65325616938759,99.98470756263714
Student_209,4.015047686306048,85.0211363332131,100.0,100.0,80.23644824660593,92.2250899864331,81.38083448504152
Student_210,7.352731490654721,100.0,95.8296123731227,97.1021439651286,100.0,91.06344615198458,100.0
Student_211,4.070890510693167,91.24475468322964,99.70666959911887,91.78268114086055,90.4940360769587,93.5657417554572,90.47821160743267
Student_212,4.635565640180599,90.963092694983,92.64580357399781,87.61139491808964,87.63028760028459,92.62510116691436,97.2538106980655
Student_213,4.454001763493203,93.66354498541196,52.30544651687784,88.90231731932576,84.43172595387543,91.3179195645482,81.64566622948576
Student_214,4.151391251305798,93.51050052165363,100.0,79.43072999047594,93.0648879820903,92.05782763995204,90.37989452663415
Student_215,3.1847307553596544,83.64927452868695,87.22198107176413,84.56499962159803,79.41974355281754,89.77200173830943,84.38994427261974
Student_216,4.258969220493268,95.11113147185404,100.0,91.10959633185755,91.03351964534019,97.12575287522671,73.57048810671805
Student_217,2.727174785462428,78.7265715053115,76.45567795689963,98.89469600479413,90.87137279642951,100.0,71.83948911337583
Student_218,3.263181393259991,80.09677063624963,100.0,98.56004142895091,100.0,91.60377061814344,62.28529712522801
Student_219,3.0146364521708966,77.57686138846475,77.67539364862367,78.35262918304694,79.08694384005523,72.44375595404176,85.05406732434845
Student_220,3.5818741393863225,79.82398440389386,82.27318647212896,82.27714303294967,87.15982639961638,61.672773869306155,37.54679172417358
Student_221,5.814658566673509,100.0,100.0,85.28580759468402,100.0,100.0,96.14582407210872
Student_222,1.632734807408252,66.39459989717899,100.0,59.218443199936615,51.8131443005922,91.31478609304662,67.5483706757714
Student_223,4.186260190374513,90.73833662477087,73.609927934965,100.0,87.39433219725655,100.0,83.77702967302864
Student_224,1.8872841288103483,64.22888088084119,65.62371565838977,100.0,65.28742536708116,50.10014311631443,51.45661117346832
Student_225,3.0280681342105664,94.95897085374456,53.0593324066324,96.58549637161796,95.7496590618541,91.7742733893372,85.39904334218544
Student_226,4.588950596967366,90.52286580855917,88.3326836406725,100.0,99.60673837827503,92.67823512616557,81.54650226249275
Student_227,3.5642800190954627,83.49856056292427,100.0,73.53836647137791,42.240037328706144,78.49459902329603,88.37427945007333
Student_228,2.422255222070694,76.30173640213725,36.47001685908162,79.1398919356813,78.58462462624257,70.66064042656596,78.9338883810698
Student_229,2.784696290740032,80.84802773612171,60.78012094067407,84.08400546871985,78.39829338101677,80.49176325432785,84.61685535394591
Student_230,4.179597748934675,96.58563776542518,100.0,100.0,99.43881646374217,98.53289827143429,91.48123681594939
Student_231,2.7696333682828636,86.73437622167495,70.02167290262048,100.0,92.07580190431725,91.44700796699979,89.98768693904091
Student_232,3.716458589581975,89.69537417312331,100.0,92.4381728095494,86.70700410136106,100.0,66.13437744449924
Student_233,3.545571839903814,80.1755643992048,82.9906006013662,100.0,98.98853499330448,82.25191506738206,100.0
Student_234,2.848399652394183,77.19927089833291,45.656938191714104,80.27074588007417,86.90269537802128,74.82691001967996,83.61611268883215
Student_235,5.643944089325325,100.0,100.0,95.7074562595599,95.47517756587952,80.6124526387033,100.0
Student_236,4.133919022318011,100.0,100.0,100.0,100.0,60.8181967536367,80.48247684516545
Student_237,1.4748574133423928,57.759546741302444,64.37439043575205,51.17879885523664,57.25187036296608,55.20965129540925,64.43251626053424
Student_238,3.6864543147694278,92.87742567382041,85.92427679159469,90.3550005557083,52.302567578964435,93.14668306393058,95.18363423410912
Student_239,2.838213535231612,79.2817072000482,79.35365270635243,90.39772105054556,100.0,79.79598581621607,100.0
Student_240,4.352433334796224,97.71348602410964,100.0,89.45788445937583,100.0,58.87546587555086,100.0
