Video_ID,Upload_Date,Net_Profit
145,2021-11-17,-23.99
146,2019-05-15,6.38
147,2019-07-20,-36.52
148,2021-02-18,-20.85
149,2021-07-18,17.39
150,2021-11-22,34.24
151,2021-12-07,-54.48
152,2020-05-17,-21.95
153,2020-02-11,35.29
154,2023-05-17,5.32
155,2023-10-18,-21.15
156,2021-03-15,29.36
157,2019-04-09,14.34
158,2020-11-14,2.42
159,2020-12-26,-36.42
160,2023-04-20,42.53
161,2021-08-18,4.75
162,2023-10-29,-7.5
163,2020-09-04,70.63
164,2023-01-25,-23.98
165,2020-10-04,-21.87
166,2023-11-28,-20.78
167,2021-10-25,-7.57
168,2022-05-26,-0.71
169,2020-05-17,15.45
170,2021-02-05,-28.77
171,2020-02-02,8.78
172,2021-05-20,-10.73
173,2021-03-05,-1.81
174,2020-01-28,23.91
175,2019-07-26,18.74
176,2021-11-04,11.78
177,2023-04-27,-12.75
178,2021-06-10,38.34
179,2023-01-24,11.7
180,2023-09-11,-8.75
181,2023-05-18,53.72
182,2021-05-13,14.67
183,2021-01-12,-28.58
184,2022-06-18,6.7
185,2020-07-17,-16.04
186,2021-10-17,-39.88
187,2019-04-06,-15.15
188,2023-10-24,23.85
189,2020-04-29,32.71
190,2022-12-01,-8.72
191,2019-08-19,-5.73
192,2021-01-18,29.69
193,2023-08-06,15.75
194,2022-04-09,9.83
195,2020-06-24,119.89
196,2021-11-25,12.97
197,2020-06-08,-0.78
198,2022-03-29,27.1
199,2023-09-19,-3.64
200,2022-06-20,-4.16
201,2022-01-14,-39.91
202,2023-12-25,21.08
203,2020-07-31,-17.9
204,2020-11-12,-45.3
205,2020-07-10,-4.39
206,2023-05-17,-7.6
207,2021-10-09,18.98
208,2020-10-07,12.25
209,2021-03-06,-16.61
210,2021-11-17,55.42
211,2023-07-02,-3.82
212,2023-04-29,-35.19
213,2022-09-25,31.73
214,2023-12-27,16.96
215,2022-09-16,7.55
216,2023-07-22,-9.48
217,2023-03-10,0.5
218,2022-10-03,9.88
219,2023-02-05,-4.2
220,2022-06-08,48.85
221,2019-07-09,-20.15
222,2022-06-02,4.61
223,2022-11-09,-35.61
224,2022-11-01,-13.95
225,2022-07-30,-26.29
226,2020-09-24,10.52
227,2020-09-19,4.51
228,2021-08-30,-37.56
229,2023-11-04,1.59
230,2022-07-06,1.13
231,2022-10-14,-0.45
232,2020-12-10,8.43
233,2023-01-19,32.07
234,2022-12-05,-14.15
235,2020-10-10,3.21
236,2019-11-14,-1.86
237,2023-08-28,-27.14
238,2022-06-02,-20.58
239,2022-06-11,10.29
240,2020-11-14,41.78
241,2020-10-25,-20.44
242,2022-10-29,46.12
243,2023-08-23,-11.41
244,2023-06-20,24.77
245,2023-02-04,10.01
246,2022-06-10,5.3
247,2023-09-12,-8.34
248,2022-02-10,-6.77
249,2023-03-01,-13.8
250,2020-03-17,18.86
251,2020-07-17,21.72
252,2022-07-15,-12.41
253,2023-03-14,-21.82
254,2022-11-10,-9.87
255,2022-11-11,42.78
256,2022-02-10,5.87
257,2023-06-25,22.96
258,2023-07-07,-19.27
259,2021-08-09,-8.92
260,2022-01-09,-6.28
261,2020-11-29,-24.0
262,2019-04-23,2.72
263,2019-01-02,-16.0
264,2020-10-03,18.31
265,2019-08-08,6.76
266,2023-05-09,23.54
267,2021-05-04,-32.64
268,2023-10-26,-8.94
269,2022-06-02,-8.16
270,2020-01-20,7.88
271,2022-11-27,-11.57
272,2023-07-20,34.67
273,2022-02-27,-5.48
274,2021-12-12,-18.56
275,2023-09-04,-2.69
276,2020-12-30,-5.36
277,2023-08-23,18.92
278,2023-09-30,-5.48
279,2022-12-10,-29.32
280,2019-09-04,4.24
281,2021-04-15,-9.41
282,2023-01-02,-23.51
283,2019-07-22,34.49
284,2022-04-22,-1.83
285,2019-05-03,-3.79
286,2020-02-05,2.88
287,2021-02-05,-9.32
288,2019-10-21,1.93
289,2019-10-07,-13.57
290,2021-06-02,15.64
291,2023-06-22,31.02
292,2019-07-17,34.92
293,2021-09-08,-9.99
294,2023-03-15,6.89
295,2021-01-21,22.33
296,2019-05-24,10.26
297,2020-08-31,-7.66
298,2022-05-09,8.64
299,2022-02-21,11.8
300,2019-07-06,7.18
301,2022-09-11,0.23
302,2020-04-08,138.17
303,2022-10-04,-0.93
304,2023-11-30,-19.74
305,2020-10-21,41.46
306,2021-02-02,21.5
307,2021-08-12,-18.12
308,2020-02-07,-4.28
309,2022-10-01,-11.29
310,2023-03-15,-8.01
311,2019-05-27,12.25
312,2022-03-17,-1.75
313,2021-05-13,32.06
314,2023-10-01,-34.71
315,2020-05-03,-0.63
316,2021-07-17,-25.93
317,2023-07-22,-28.82
318,2020-07-04,8.84
319,2019-12-04,17.37
320,2021-05-21,-18.21
321,2020-10-02,9.05
322,2023-12-08,-17.81
323,2020-04-17,-2.47
324,2019-05-31,-5.77
325,2022-12-09,-25.37
326,2022-08-14,13.94
327,2023-06-23,-4.54
328,2019-09-20,17.58
329,2023-11-23,18.99
330,2019-05-24,27.8
331,2019-12-12,-10.21
332,2020-09-15,-17.26
333,2021-10-13,22.73
334,2023-05-15,2.57
335,2021-05-30,27.49
336,2019-01-02,-24.07
337,2021-06-15,13.69
338,2022-08-20,0.32
339,2019-09-11,-2.35
340,2023-08-03,-7.49
341,2020-03-28,-21.33
342,2021-11-26,13.24
343,2022-03-29,-7.1
344,2021-10-11,3.54
345,2019-01-09,30.11
346,2022-06-10,-11.43
347,2022-01-27,-5.31
348,2023-08-10,-0.57
349,2021-03-26,-8.15
350,2019-07-27,-6.99
351,2022-02-28,15.73
352,2020-02-08,24.27
353,2019-06-01,3.56
354,2019-02-23,16.43
355,2022-02-17,-2.0
356,2023-08-24,-5.08
357,2020-09-19,-7.53
358,2020-08-09,4.54
359,2023-07-07,31.0
360,2022-12-14,-10.37
361,2022-12-16,12.25
362,2019-04-14,-16.73
363,2019-09-11,-0.87
364,2022-06-04,-0.28
365,2022-02-09,-18.88
366,2020-05-24,-9.09
367,2023-02-05,-21.33
368,2019-04-09,1.21
369,2019-06-02,-36.27
370,2021-07-02,-0.3
371,2021-05-27,13.0
372,2019-12-04,-0.48
373,2023-09-26,-10.47
374,2021-04-01,-13.64
375,2022-04-01,24.45
376,2023-10-10,2.56
377,2021-08-14,17.74
378,2023-09-01,17.87
379,2019-06-10,-10.05
380,2023-05-23,-13.53
381,2021-03-11,13.79
382,2020-02-02,-17.32
383,2022-07-24,-13.14
384,2021-03-26,2.74
385,2023-03-08,-5.1
386,2022-11-16,-47.75
387,2022-03-04,-20.12
388,2022-05-03,28.72
389,2020-02-05,2.39
390,2020-10-01,11.72
391,2021-11-22,-17.23
392,2020-11-18,-22.01
393,2020-04-04,15.02
394,2021-08-12,24.29
395,2020-04-14,-17.13
396,2022-10-30,27.87
397,2021-11-11,-605.75
398,2021-01-19,-34.05
399,2023-08-21,10.41
400,2019-02-07,230.99
401,2019-08-18,-23.91
402,2022-10-20,-23.98
403,2020-07-16,-9.07
404,2020-03-13,-35.41
405,2023-12-05,11.73
406,2022-07-30,8.98
407,2019-01-27,8.33
408,2019-08-14,21.85
409,2022-07-24,12.18
410,2021-03-08,-17.84
411,2023-06-21,13.33
412,2019-10-11,28.22
413,2021-05-28,15.36
414,2021-08-17,18.35
415,2023-02-13,-2.66
416,2020-03-28,-11.31
417,2021-10-16,-2.6
418,2021-03-26,-11.22
419,2020-10-20,18.97
420,2023-03-20,4.08
421,2020-06-30,17.88
422,2022-04-30,-29.19
423,2021-12-08,-7.83
424,2023-03-16,-28.32
425,2019-01-17,-36.74
426,2022-04-10,3.44
427,2022-05-28,-20.5
428,2019-06-07,-8.43
429,2020-04-21,-19.08
430,2021-12-05,-10.53
431,2022-10-28,11.76
432,2020-06-01,-18.49
433,2019-04-09,60.87
434,2023-11-04,10.93
435,2021-11-26,12.67
436,2019-10-07,-8.41
437,2022-10-04,13.45
438,2020-05-11,16.55
439,2019-10-29,-18.91
440,2019-06-30,-13.38
441,2020-08-29,-8.32
442,2022-01-27,4.41
443,2020-11-30,7.36
444,2021-09-19,-14.05
445,2022-02-13,-25.78
446,2019-07-10,21.46
447,2019-09-10,-9.34
448,2021-09-07,-3.23
449,2021-07-16,2.76
450,2022-03-30,38.46
451,2022-07-03,-12.36
452,2022-09-08,-13.85
453,2019-05-08,-6.4
454,2019-01-18,21.48
455,2023-12-22,4.91
456,2023-10-25,7.5
457,2020-07-19,15.69
458,2020-07-23,22.69
459,2022-09-08,-14.39
460,2020-11-16,9.43
461,2023-12-21,19.33
462,2020-09-17,33.67
463,2022-08-04,-15.33
464,2021-05-03,-21.27
465,2023-08-14,9.22
466,2021-08-19,-25.29
467,2023-07-21,-78.69
468,2019-06-04,-9.92
469,2020-05-04,4.04
470,2022-11-10,11.28
471,2021-02-23,-14.37
472,2022-02-01,-27.62
473,2022-11-17,14.84
474,2019-09-03,13.06
475,2022-04-14,10.28
476,2021-11-28,7.7
477,2023-02-09,-12.85
478,2023-09-02,-3.42
479,2021-01-28,2.15
480,2020-06-21,-14.84
481,2021-07-09,7.88
482,2020-02-12,-31.78
483,2020-06-08,-0.6
484,2021-04-07,12.62
485,2023-03-10,-0.68
486,2021-06-21,12.61
487,2019-02-05,-25.07
488,2020-11-15,16.64
489,2019-01-20,38.31
490,2019-11-17,43.06
491,2023-12-05,32.14
492,2020-05-26,18.25
493,2020-02-04,-25.27
494,2020-10-15,-17.26
495,2021-08-29,-16.08
496,2020-04-15,9.08
497,2022-03-12,35.46
498,2022-01-20,-19.03
499,2022-10-09,-18.94
500,2021-04-13,2.25
501,2023-12-29,-22.23
502,2020-12-27,-8.99
503,2021-05-03,11.7
504,2019-02-20,13.38
505,2023-08-16,18.29
506,2023-09-18,-18.88
507,2020-07-28,-20.57
508,2022-04-28,-9.02
509,2022-02-22,-45.29
510,2019-05-30,9.81
511,2019-11-10,40.85
512,2020-07-23,-11.36
513,2022-09-27,9.83
514,2019-11-01,-5000.0
515,2023-09-12,-24.86
516,2020-11-12,-8.29
517,2021-04-17,-9.79
518,2023-12-12,15.09
519,2021-12-13,15.33
520,2021-09-29,9.81
521,2020-03-19,-11.59
522,2020-09-04,27.01
523,2021-09-19,3.85
524,2019-09-21,12.03
525,2021-12-12,37.74
526,2023-05-15,14.0
527,2021-09-30,-0.05
528,2023-07-02,-10.45
529,2019-01-05,-46.62
530,2022-01-31,-30.34
531,2022-05-04,19.87
532,2021-02-12,-39.11
533,2021-05-26,20.04
534,2021-09-18,18.52
535,2021-06-02,-17.39
536,2022-10-05,3.18
537,2019-02-16,11.56
538,2021-05-16,8.15
539,2021-04-02,22.86
540,2021-07-24,-25.51
541,2020-10-17,6.56
542,2019-09-26,-11.29
543,2020-01-05,-34.87
544,2020-09-27,-56.22
545,2022-02-03,-7.58
546,2023-08-21,8.53
547,2023-08-10,-18.12
548,2020-10-18,-9.5
549,2019-04-30,-7.85
550,2021-04-10,-13.59
551,2023-12-16,-11.73
552,2023-06-16,13.1
553,2021-12-17,35.74
554,2022-10-01,4.26
555,2021-01-10,7.21
556,2023-02-06,-53.51
557,2019-04-27,-4.82
558,2021-03-01,26.41
559,2022-02-24,20.81
560,2022-11-17,-26.62
561,2021-10-09,23.73
562,2023-07-23,31.52
563,2021-12-17,-20.41
564,2020-09-25,18.06
565,2020-05-27,33.02
566,2023-11-10,13.27
567,2021-03-12,-26.4
568,2022-01-24,15.17
569,2023-07-20,-17.09
570,2022-02-15,-7.35
571,2020-07-13,-14.8
572,2023-06-13,-28.77
573,2020-05-02,-3.98
574,2022-06-14,6.15
575,2021-06-15,12.42
576,2022-07-19,-91.16
577,2022-04-27,5.14
578,2020-12-04,-0.66
579,2023-01-10,-22.91
580,2020-08-03,-10.7
581,2021-02-28,24.94
582,2021-05-10,1.57
583,2019-09-04,-0.7
584,2022-01-04,18.18
585,2019-06-03,45.98
586,2023-08-07,-3.29
587,2022-12-29,13.04
588,2021-09-23,-18.59
589,2022-01-14,41.3
590,2020-11-27,-3.21
591,2022-08-01,-36.4
592,2022-05-28,10.39
593,2021-12-28,-31.41
594,2021-12-06,27.05
595,2021-10-05,12.5
596,2019-04-04,-12.7
597,2023-11-09,5.85
598,2021-08-15,-11.85
599,2021-10-08,8.62
600,2020-03-28,-24.61
601,2022-05-12,-23.97
602,2021-06-30,5.82
603,2019-08-06,37.15
604,2020-04-18,-13.02
605,2020-03-07,-9.47
606,2019-12-07,-4.93
607,2020-07-04,-26.21
608,2023-06-24,13.13
609,2022-08-05,17.33
610,2022-07-01,9.8
611,2023-10-24,-4.05
612,2019-12-23,-21.05
613,2019-01-23,41.75
614,2023-11-21,-18.14
615,2020-06-05,-16.2
616,2023-11-17,54.38
617,2022-01-28,-30.27
618,2021-03-12,5.39
619,2022-04-18,11.42
620,2022-05-31,-15.28
621,2021-01-31,-15.76
622,2023-08-10,-18.79
623,2020-03-17,-15.01
624,2023-06-20,27.83
625,2021-02-07,-6.74
626,2021-10-12,2.83
627,2022-09-10,2.6
628,2020-05-30,1.64
629,2021-11-05,-8.17
630,2021-03-02,-9.5
631,2019-12-02,22.81
632,2023-11-18,4.52
633,2019-09-15,-13.86
634,2020-05-11,-60.09
635,2021-06-14,-11.86
636,2019-06-09,-28.9
637,2023-02-07,-16.57
638,2021-05-01,-27.71
639,2023-08-15,23.8
640,2020-11-20,24.2
641,2023-08-26,13.21
642,2020-01-15,-6.58
643,2023-04-18,-30.09
644,2021-08-14,-31.48
645,2020-11-21,16.71
646,2022-12-21,17.58
647,2023-06-25,7.96
648,2022-07-15,-22.15
649,2023-05-20,-8.39
650,2022-12-11,-2.43
651,2022-04-06,-33.65
652,2021-12-02,28.69
653,2023-04-29,-27.26
654,2019-10-12,-16.91
655,2020-02-01,-29.92
656,2019-01-12,-1.46
657,2023-06-19,-4.78
658,2022-08-18,18.28
659,2022-06-30,-19.07
660,2020-05-13,-21.42
661,2021-01-23,4.54
662,2019-02-04,-39.83
663,2020-12-27,27.38
664,2021-04-28,-29.02
665,2019-03-31,36.58
666,2021-02-14,-26.77
667,2020-08-27,-17.23
668,2021-08-27,12.29
669,2023-06-14,11.01
670,2021-10-18,11.58
671,2020-02-22,5.27
672,2019-04-25,45.47
673,2020-09-08,-27.38
674,2022-05-04,27.21
675,2021-04-05,41.65
676,2023-03-05,-66.92
677,2023-07-08,7.6
678,2023-02-25,29.67
679,2022-01-03,18.82
680,2020-02-17,-43.49
681,2022-10-31,-2.86
682,2022-12-14,-25.2
683,2020-12-29,29.33
684,2022-07-24,18.24
685,2021-10-17,7.18
686,2021-01-30,-7.84
687,2020-11-06,7.74
688,2022-11-18,-19.04
689,2020-04-01,5.19
690,2021-07-08,-1.5
691,2019-07-11,-23.44
692,2021-01-08,14.79
693,2023-09-09,37.83
694,2022-01-27,-28.54
695,2023-04-21,19.16
696,2021-09-04,-9.7
697,2021-10-05,11.59
698,2019-04-06,-11.87
699,2023-08-15,-7.03
700,2020-10-24,-2.84
701,2022-04-28,30.99
702,2023-10-26,-4.41
703,2019-02-06,-6.72
704,2023-12-09,1.79
705,2022-10-24,37.88
706,2023-09-15,10.4
707,2023-03-29,-10.27
708,2019-10-06,26.97
709,2019-08-05,3.17
710,2021-05-16,-17.93
711,2021-05-22,8.05
712,2023-12-27,-5.93
713,2022-07-20,-68.63
714,2019-03-03,5.91
715,2020-08-18,-21.74
716,2020-12-29,-25.12
717,2022-09-27,-41.93
718,2020-02-01,2.98
719,2020-11-29,-3.39
720,2021-11-08,21.24
721,2019-06-26,-14.82
722,2023-06-24,-11.93
723,2020-01-31,38.81
724,2020-03-20,-38.51
725,2022-06-10,25.86
726,2019-03-17,-12.48
727,2019-09-22,61.06
728,2020-03-30,14.47
729,2023-12-25,-15.22
730,2020-12-18,-26.21
731,2021-01-04,16.65
732,2022-11-08,-32.7
733,2023-05-07,13.19
734,2021-04-30,-25.18
735,2023-03-10,-19.36
736,2022-10-22,-56.27
737,2019-05-24,4.13
738,2021-06-03,2.9
739,2021-12-28,-0.51
740,2022-01-27,-34.61
741,2020-01-31,28.55
742,2021-11-14,2.83
743,2021-08-05,-4.9
744,2021-06-09,16.21
745,2023-02-01,-8.63
746,2023-02-16,7.59
747,2023-05-08,-14.59
748,2022-03-20,17.53
749,2022-03-13,13.77
750,2020-07-22,-8.21
751,2021-11-28,2.27
752,2019-04-19,-1.03
753,2023-09-13,-3.08
754,2021-12-01,-26.28
755,2022-04-24,23.98
756,2021-07-23,-8.76
757,2020-02-02,47.57
758,2022-05-31,-16.26
759,2020-09-25,-3.46
760,2022-03-02,-45.23
761,2022-04-01,-1.1
762,2022-05-23,-0.38
763,2021-01-02,15.81
764,2019-08-23,27.96
765,2020-10-19,13.69
766,2021-01-20,31.6
767,2020-08-10,-1.8
768,2021-10-29,2.93
769,2022-01-02,16.1
770,2021-08-11,-0.4
771,2020-05-06,-4.95
772,2021-07-01,27.67
773,2022-06-30,14.63
774,2022-06-07,14.89
775,2023-03-23,-16.96
776,2022-04-12,19.79
777,2023-08-04,0.57
778,2022-04-06,-24.79
779,2019-06-19,14.54
780,2022-11-17,-68.3
781,2021-08-03,-47.49
782,2021-03-05,-36.58
783,2020-09-25,-4.54
784,2022-05-02,23.87
785,2023-03-21,10.26
786,2019-01-29,16.99
787,2022-04-03,30.87
788,2022-12-16,8.86
789,2019-12-05,16.78
790,2023-07-30,16.65
791,2023-02-28,-7.55
792,2022-10-20,-4.26
793,2022-09-27,-17.84
794,2020-05-14,23.01
795,2023-08-08,-24.77
796,2020-05-25,-17.34
797,2022-09-12,-0.84
798,2019-08-05,0.41
799,2022-08-17,9.18
800,2022-03-01,0.61
801,2021-12-29,-5.67
802,2022-06-29,1399.24
803,2022-12-09,18.86
804,2023-12-16,-33.87
805,2020-03-20,21.27
806,2021-05-25,-8.04
807,2022-04-20,32.99
808,2019-06-16,-12.91
809,2019-04-01,-18.72
810,2020-12-14,11.2
811,2023-04-04,43.77
812,2019-02-08,-34.28
813,2022-02-23,15.74
814,2023-01-14,10.8
815,2019-06-22,-2.21
816,2020-10-14,40.51
817,2021-01-23,-38.68
818,2022-05-28,22.53
819,2023-07-20,19.46
820,2021-12-17,26.49
821,2023-08-11,21.42
822,2020-04-20,7.28
823,2020-03-31,-7.07
824,2021-04-08,-11.63
825,2021-06-13,11.15
826,2022-10-16,-0.27
827,2021-10-21,-7.94
828,2020-01-22,-11.21
829,2019-12-14,0.62
830,2019-07-09,15.47
831,2020-05-19,9.93
832,2022-04-29,23.1
833,2023-03-12,-27.32
834,2022-10-24,12.02
835,2022-12-03,-14.81
836,2021-04-03,23.33
837,2021-07-17,25.37
838,2021-07-22,-22.01
839,2022-02-14,-14.36
840,2019-05-14,-14.1
841,2019-02-27,25.0
842,2023-04-29,-11.73
843,2020-11-15,13.9
844,2020-11-02,-15.45
845,2019-06-22,19.6
846,2021-03-25,23.12
847,2022-03-18,31.32
848,2019-03-21,92.46
849,2021-06-04,-1.33
850,2022-05-21,-2.96
851,2019-07-22,0.73
852,2021-02-02,-7.73
853,2022-06-06,21.39
854,2023-08-27,-14.95
855,2022-06-04,-5.08
856,2023-08-10,1.21
857,2023-04-05,12.01
858,2023-01-04,-24.06
859,2022-11-26,-5.67
860,2019-02-16,2.99
861,2022-06-10,17.55
862,2022-08-21,11.9
863,2023-03-30,-1.37
864,2022-03-12,2.71
865,2022-12-09,17.63
866,2023-03-17,-41.93
867,2022-10-28,1.1
868,2023-05-09,23.11
869,2022-07-06,-15.55
870,2020-10-17,-27.46
871,2020-04-15,23.7
872,2021-08-28,-5.32
873,2021-11-01,-6.05
874,2022-09-15,6.39
875,2021-01-05,-58.58
876,2021-02-22,-35.78
877,2021-08-25,45.64
878,2019-12-24,-3.59
879,2021-08-29,-4.45
880,2022-12-02,-16.05
881,2020-10-29,-1.68
882,2020-01-08,23.74
883,2021-10-28,2.57
884,2022-02-19,25.33
885,2022-10-03,-1.82
886,2020-11-06,6.53
887,2019-03-31,7.61
888,2023-07-30,13.07
889,2020-11-28,-15.34
890,2022-09-01,-4.26
891,2022-04-16,-13.55
892,2020-06-23,26.45
893,2021-01-01,-21.93
894,2021-05-18,12.76
895,2019-02-10,-14.11
896,2021-01-09,-17.19
897,2023-09-24,-5.14
898,2020-05-16,52.85
899,2021-08-16,-13.08
900,2022-03-14,-37.2
901,2022-05-09,-22.99
902,2021-07-17,1.77
903,2023-10-14,-34.62
904,2020-04-05,11.64
905,2021-01-01,-33.02
906,2021-01-21,-7.4
907,2021-07-13,15.9
908,2021-06-27,-9.02
909,2023-05-01,-25.26
910,2023-04-20,-2.08
911,2022-06-30,-8.76
912,2020-01-25,19.3
913,2023-06-06,18.29
914,2021-06-01,-41.15
915,2019-09-13,12.72
916,2020-12-09,-1.21
917,2020-03-25,-3.56
918,2019-01-10,-55.53
919,2021-04-03,-0.26
920,2021-03-08,-18.31
921,2022-06-19,-0.91
922,2022-06-28,0.61
923,2021-05-26,-10.12
924,2021-10-25,21.06
925,2022-02-16,-21.44
926,2021-10-12,-11.88
927,2023-12-30,-6.61
928,2020-01-09,19.51
929,2021-12-24,2.29
930,2019-05-26,0.19
931,2019-08-12,17.39
932,2022-06-16,-11.45
933,2019-06-26,16.14
934,2023-12-08,7.11
935,2021-05-02,24.03
936,2022-07-29,-6.53
937,2019-03-04,-5.21
938,2022-05-25,-0.37
939,2021-04-06,-0.17
940,2021-03-05,15.45
941,2020-11-19,-4.28
942,2023-01-24,-11.27
943,2023-06-22,17.8
944,2019-04-15,36.16
945,2022-01-27,-30.59
946,2020-05-25,33.0
947,2020-01-20,14.16
948,2020-02-09,4.24
949,2021-04-02,33.46
950,2020-06-01,-24.8
951,2020-04-20,-11.82
952,2020-12-09,0.8
953,2023-07-27,15.11
954,2021-02-09,24.49
955,2022-12-31,-26.24
956,2021-11-12,-35.35
957,2021-09-23,14.7
958,2023-05-08,5.49
959,2020-11-07,5.14
960,2020-12-14,17.71
961,2023-01-21,-16.12
962,2019-03-24,3.5
963,2022-03-14,8.78
964,2022-01-13,-19.77
965,2022-01-06,-10.44
966,2020-04-01,0.27
967,2019-01-01,9.87
968,2019-02-20,-30.51
969,2020-11-15,13.42
970,2020-12-17,9.1
971,2023-12-01,-14.45
972,2023-01-09,44.91
973,2020-03-24,-21.46
974,2021-05-30,19.21
975,2020-05-02,5.37
976,2023-12-29,-5.82
977,2019-02-03,3.41
978,2022-10-03,11.88
979,2019-04-05,56.62
980,2021-12-31,-3.53
981,2023-04-24,-53.04
982,2019-06-03,-33.96
983,2019-09-07,-3.31
984,2020-11-04,12.81
985,2020-03-13,0.17
986,2019-04-28,-3.28
987,2021-02-09,26.1
988,2022-08-22,-16.64
989,2019-09-25,32.58
990,2021-12-13,10.96
991,2019-08-24,31.36
992,2020-01-24,-20.29
993,2021-09-16,-5.08
994,2023-10-24,-29.91
995,2021-02-01,5.21
996,2020-02-05,6.98
997,2020-09-15,44.49
998,2021-02-05,2.12
999,2022-08-19,-31.12
1000,2021-07-07,18.55
1001,2022-05-15,-18.91
1002,2022-06-06,-25.33
1003,2021-05-02,13.59
1004,2020-07-31,-14.32
1005,2019-03-16,-11.83
1006,2020-03-10,27.45
1007,2019-04-13,17.32
1008,2022-12-16,1.3
1009,2023-09-24,-28.77
1010,2021-02-02,14.53
1011,2021-01-07,-7.66
1012,2021-03-16,-5.64
1013,2022-08-22,10.47
1014,2019-04-08,0.22
1015,2021-03-08,-36.17
1016,2022-09-20,19.42
1017,2021-05-08,26.02
1018,2020-03-10,-11.94
1019,2020-03-22,3.19
1020,2022-08-24,4.06
1021,2019-09-06,-27.79
1022,2019-06-15,-9.36
1023,2023-02-13,-43.09
1024,2021-09-10,12.76
1025,2022-09-20,9.1
1026,2021-10-16,-11.73
1027,2020-06-25,-4.82
1028,2021-01-28,-8.02
1029,2022-02-03,-42.73
1030,2023-05-06,25.98
