Date,Neural Nova_Return,Neural Nova_Volume,QuantumLeaf_Return,QuantumLeaf_Volume,PixelPilot_Return,PixelPilot_Volume,CryptoCore_Return,CryptoCore_Volume,DataWhale_Return,DataWhale_Volume,VirtuVest_Return,VirtuVest_Volume,Market_Sentiment_Index
2024-02-10,0.001100767691430291,194204,-0.11497998669658684,91721,0.00620230124256386,116429,0.01051091810536397,70069,0.02941711460463356,92080,0.0024422316579700634,174802,37.48712775553946
2024-02-11,-0.002681813328500833,74175,0.040928635149095095,89997,0.08393428739918112,162600,0.010348962226262534,130948,0.004185993191381169,361065,-0.038342659714145313,338933,45.02116375858128
2024-02-12,0.020807932560531706,115016,0.011960255057563887,203384,-0.002234355544557458,219632,-0.08658100109956982,128156,0.0049957238193318945,89481,-0.013893739672190097,161956,50.63666715787296
2024-02-13,-0.011720951957049978,151882,-0.003681673255988387,136720,-0.04445763595127024,194254,-0.017161937157010847,120536,0.005891975447773493,102662,-0.24722195127407448,170013,35.12752183947122
2024-02-14,-0.0030333965303481966,189925,-0.0025325345639565172,101655,-0.001966987277555486,235917,-0.20635213293378674,80162,0.03032791613779366,129153,-0.02662379304362801,146795,39.98963417123955
2024-02-15,-0.011593368399362355,126185,0.006766015604437468,129829,0.0466150181323186,344011,-0.04138445194623071,115803,-0.007810544635881335,432132,-0.004033345868378705,193852,29.096655450082565
2024-02-16,0.06821884016197842,168859,-0.01417707607226931,196908,0.017401090855348526,447741,-0.015659192481930477,109377,0.005058275001651116,103967,-0.040645967958884845,120337,42.677552118224895
2024-02-17,-0.04528527235106618,164860,0.029384005966201034,81608,0.08126842051689753,164215,-0.00015069467106414017,320429,-0.02366534537305965,172916,-0.0022958553658425037,144773,52.320129345277955
2024-02-18,0.0028724027608767327,127100,-0.019320094329710068,233142,-0.010921715365995184,116969,0.0009174318827907891,340632,0.011950720754321074,352689,0.005997637969810117,180358,54.305274191110506
2024-02-19,-0.01290328686518483,162006,-0.004172715029876079,245797,0.0229183920268922,252185,-0.028303233385966776,117901,0.005858829425746634,131844,-0.01716073853577166,95899,55.42222346841417
2024-02-20,-0.012775827022367717,191688,0.008469265096531342,212490,0.00624638384507222,94847,0.007926357349436029,135661,-0.01990836575149476,94949,-0.17525544469676582,113604,39.089359810847824
2024-02-21,-0.0053235665984086335,202887,0.2820028611489572,121370,-0.0006262587024000112,144302,0.03126130550020785,84886,-0.025314767542481895,175395,0.02146875133648531,159897,73.53905974153967
2024-02-22,-0.04484438785071446,121590,0.1190634608595544,150903,0.00038217455516485397,174925,-0.016994060041864642,117483,0.006572490111531029,90173,0.011719086255437884,335115,55.908572176218314
2024-02-23,0.16866371824409826,126334,0.014002461522864868,156575,-0.005003530402631261,243856,-0.0002999248651843682,667718,0.014848591384252345,98933,0.3511559570472791,194839,93.08067860423009
2024-02-24,-0.0038208349788102372,122636,0.02436118132411312,131200,0.006458908732580962,122016,0.34903176301083033,103749,-0.0067501298888329895,160088,-0.020659800372755867,90237,76.3700623700508
2024-02-25,0.01451848985964145,237690,0.002089139853082755,166375,-0.09964736183872884,192716,-0.0018290572017893693,135066,-0.036268315812214236,140521,-0.00909062456447858,182594,41.97552795350708
2024-02-26,0.018615592593377583,102168,0.029512023782767377,141040,-0.008061233542694038,115399,0.011261402303403022,113979,-0.007573448743607384,69986,-0.015041274403183754,278098,49.230516141297045
2024-02-27,-0.02565861082439418,123671,0.009010483018198743,259198,0.023842847339447484,249575,-0.011011215738743758,97304,-0.025906144445211207,105307,-0.02971745032018023,453250,46.8502415190326
2024-02-28,-0.00072477290282874,327869,-0.07492207518291005,160715,-0.009852451480671855,180403,0.007401443583834423,126457,-0.040622034545664945,193482,-0.009998309380079534,122164,46.26470046117137
2024-02-29,-0.017826442616143745,72190,-0.030812685556414476,95930,-0.022060457463052185,164133,-0.00044364842588093137,103525,0.008669787743559823,158433,0.0971817839084976,105887,54.98864306168502
2024-03-01,-0.0016620072972272034,119021,-0.026216459733164842,228951,-0.013927271203658633,179690,0.001625068076668401,162126,0.013611281387830527,231326,-0.003572805608180175,197253,51.798784558270405
2024-03-02,-0.003319473586182207,290286,0.030492615781940267,135409,0.0021715693053284075,137056,0.02482383430689861,96718,0.023787744027589208,137092,-0.25051256164850316,239404,51.923467159316594
2024-03-03,-0.011171042843544431,273756,-0.004522487415440179,238976,0.005451436918066037,79405,0.010835305353308445,251012,-0.016887376072633395,78010,-0.0028480434877246725,233105,51.37549205760133
2024-03-04,0.0387033671438056,140489,-0.016941435164482477,215564,-0.0733094465105185,95513,-0.24866231973890757,260007,-0.023172148692210248,90581,0.0004720255755310595,124569,21.98268430281628
2024-03-05,-0.007177697204232959,109180,-0.01837540339006271,80683,0.007387702534646483,169026,-0.006445535806383197,335184,0.046124428022438796,472958,-0.00020545490059661127,169204,60.25660381032901
2024-03-06,-0.001965759681041723,254402,0.00739054555500145,178588,0.009060426411551735,198700,0.0272804327570255,141937,-0.004006970494007262,175963,0.03259393244019056,201791,41.028190422558836
2024-03-07,-0.0032391350251054305,129135,-0.012992528232921675,157787,-0.003061159820817113,158994,0.007921819239568079,226513,-0.02671516019474496,106253,-0.0025358186282688883,159433,36.47773401512113
2024-03-08,0.017698964174722078,349689,-0.008916823984655476,259269,-0.015544995020303877,279196,0.005763299310272709,164353,0.1118874626813887,185053,-0.011720060200695258,243018,59.96966244458262
2024-03-09,0.0003221092698759897,303793,0.000817890425968448,74559,-0.006036825784184876,96165,-0.09583781365765519,274794,-0.004827196349628413,145691,-0.04478680782327144,124406,45.14072374993942
2024-03-10,0.022067212928337417,98551,0.019424542973757623,130351,0.020589664799784663,92878,-0.006120095281164202,375659,-0.027396566329163152,161300,-0.06751979651075632,159025,34.95248527034645
2024-03-11,-8.54470274417457e-05,205917,-0.04415349657246499,239171,0.002279215112599313,237602,0.0003507766652452956,250058,0.017489863605379092,126457,0.013635382028919866,144473,45.47291144428162
2024-03-12,-0.009518994224376926,221374,-0.03602815068518756,131800,-0.023630161416551214,162422,-0.013926133301895998,190900,-0.0004951757774324145,222809,0.00909735822948704,79931,38.972411199406274
2024-03-13,0.02502742291939935,216619,0.011212835143245975,148228,0.005528700678521773,215989,0.0028293324100092713,222075,0.030946941176254936,309640,-0.0020257665716713587,279674,50.03453448823469
2024-03-14,-0.033439101503030914,278905,-0.0007663061041815463,289951,-0.07171652807601431,182873,-0.007398800215658386,164863,0.0038473616316372482,230758,-0.02440647678761087,218126,50.510654359072205
2024-03-15,0.00786585882534296,143828,0.024743988011983808,191363,0.013852565138059627,160485,0.03355539847804018,115661,-0.015239126983169536,272715,-0.024254318348499924,166388,59.766678976923004
2024-03-16,-0.012321834495014804,369343,-0.0020354115488601774,84948,0.0629048052192167,130260,-0.02609418359256283,164893,0.0006531510666077825,256517,-0.02088028208028203,190953,49.957194506069904
2024-03-17,0.0014343967098963838,184275,-0.006640550977671387,103683,0.05156559454800244,102459,-0.03580941641554723,185164,-0.017301245064491044,94311,-0.0026974685879049927,131564,43.91046807633633
2024-03-18,-0.010397369316203026,198862,-0.022509076006898658,109871,-0.2476672589086615,309323,-0.0033651074452125136,265554,0.005521760763146757,86806,-0.01420535602775589,112089,16.99534283502627
2024-03-19,-0.022749085245539726,65230,-0.005524435772402389,119010,-0.027261674538749277,221140,-0.0932426180896453,137921,-0.024823331671729336,195696,0.03336988928591554,88527,54.85309898567612
2024-03-20,-0.000446890838017998,223952,-0.0055910199747625225,130347,-0.011261382186432288,163548,0.0007947243105143197,156819,0.011516648714993014,97868,0.01880639633217391,102617,56.842370760080414
2024-03-21,0.006301783859772217,239693,0.0025054656112611737,190917,-0.002308698933050555,247711,-0.008334771068922216,185324,0.0002692661438484742,172335,-0.006190804278816093,81600,42.41612504820813
2024-03-22,-0.01893963480263294,146071,0.003469337846763052,160981,0.0030929351847666722,355486,-0.032288456239570926,214225,0.033858017099112486,300867,0.3067284034351211,206698,76.92403514448621
2024-03-23,-0.00244243467763916,122452,0.026168886137807743,170561,-0.12449513361510672,178883,-0.003559884044826434,111785,0.002756434119924722,139559,0.05431261728120315,149895,46.147129474344624
2024-03-24,0.04071510218940546,309355,-0.013027572704271772,70806,0.02468880486264163,263636,0.001365227595737966,111891,0.0249120973663178,94011,0.022091308093433723,260922,53.845236111594225
2024-03-25,-0.02814887150822527,218110,0.0990564539593896,268822,-0.04671107629466514,224197,0.13479073536404632,370992,0.02064832944921492,203513,-0.010056672237307274,152880,65.6573751983929
2024-03-26,-0.01531424487129705,186683,-0.0026090977752356507,267637,0.05825083644876676,119163,0.004501152190473004,125397,-0.011126129187461512,143834,0.002294037405382899,70134,44.98478778158132
2024-03-27,0.005875746743800517,171996,-0.006844833019065727,76538,0.013897681787448338,166245,0.004422921252645345,230064,-0.05582794967284566,134490,-0.2520355286181539,318330,27.194970703154162
2024-03-28,-0.004985130623746145,90744,-0.006953648810254218,262105,0.017337326235541118,213214,-0.021850827349792563,81927,0.027435009338046937,481334,0.009983500711425359,158657,52.61235927541016
2024-03-29,0.00020883336611102297,114577,-0.023648384010838304,92703,-0.005100155431977342,149043,-0.007254229695190739,154668,0.006509781718273748,169576,-0.016413698164291512,144477,41.95896458995366
2024-03-30,-0.022790416437760707,209669,-0.0010525704880941919,139378,0.0012271576448620327,75057,-0.0310171975516955,153315,0.05724065757643983,63133,0.029062579724693317,187495,58.86886613390489
2024-03-31,0.018301457508858365,110004,-0.0017126294097191085,173745,0.014496822836708364,275303,0.06754761004564634,111357,0.02068411903694869,248824,0.027851759577179627,136850,78.5019410098241
2024-04-01,0.20921470633764094,328167,-0.13567337049499378,140637,-0.003171417834716922,116285,0.03938266621620012,214249,-0.0029757012228788667,136719,-0.22879474366650995,116240,34.32249462957801
2024-04-02,-0.01291588771182481,134438,-0.00648078106611337,159876,-0.005807920632112524,278416,-0.01206778862437231,75084,0.026335714133424802,164264,0.008642240106801279,208973,33.195785450679764
2024-04-03,-0.2480346337144601,175848,7.091273870842149e-05,274840,0.015144588536920333,157986,-0.008793506057856008,151172,-0.021207886960914815,206268,-0.007474741419295397,169350,11.962913866777548
2024-04-04,0.0005699201246949365,139223,0.01350491889665572,200077,0.05189165573816899,125365,-0.006467995484265195,127456,-0.01530534961894047,131768,0.013649024404469473,279631,52.35146352243574
2024-04-05,-0.002764067809636099,44873,-0.015417745924798807,190658,-0.16505918971851702,165001,0.013358266710212265,83087,-0.02758556599206348,184220,0.004127204302064087,196870,30.478947536555573
2024-04-06,0.006852575541151885,206046,0.026510960406370278,56346,-0.004685753676368472,281125,-0.0443295936137644,121164,-0.017002413923336634,214191,0.010608179192643456,218912,50.60886860578388
2024-04-07,0.006040243463937376,114613,0.037439794587836056,211966,0.009142283430068834,139497,0.0400132007114597,71072,-0.026849983399152375,259651,0.04253230202269312,119369,58.547166108050526
2024-04-08,0.25764221097965245,115636,0.016342453960155538,138520,0.004996007076941847,181478,-0.008933020802858797,159068,-0.017795890527476838,202648,0.061434330959445387,95244,54.880237643583015
2024-04-09,-0.011464576787368522,120939,-0.003932529008340775,155375,-0.025451391786215402,347720,-0.0540164244236359,155511,0.0002460464421580014,251221,-0.0019786966718560433,165284,25.4113235561687
2024-04-10,-0.006770276828930026,134126,0.005150690383931888,147459,0.018628993394673905,152151,0.015590128199949265,207203,-0.010895554620784835,282051,0.030198725889572432,187938,56.41951283135513
2024-04-11,-0.01248344759542721,261667,-0.0034070614630888787,110645,-0.03582473716300819,137881,-0.001056962415455544,121817,-0.06169640618653167,184568,0.024340525172163858,140986,45.34574903710973
2024-04-12,0.021179268577982694,217925,-0.0033369540402269087,112150,0.005225872990766015,165580,0.006006872526526229,214216,0.000909495604792042,71244,-0.0011288223418014602,380275,47.6655355708704
2024-04-13,-0.04384282706151463,145326,0.0035450650005890644,72401,0.027086983315647666,173379,0.007691502245423124,164946,0.004365934640494075,157509,-0.0013241671341961028,241947,33.263396882439835
2024-04-14,-0.0007882132225370366,219471,0.0034059821120207335,183349,-0.07785360113430315,194864,-0.014248003959728759,156100,0.05840611002627469,331106,0.18934133977462228,90068,65.26482020073982
2024-04-15,0.11338492805398616,172105,-0.00731054277539533,167043,-0.001779409637177686,225327,0.0013703871175640388,116129,-0.008772443257533095,81026,0.025849937615784208,173291,70.901852595388
2024-04-16,0.04757385723550438,182132,0.13248445311590626,295327,0.08876314214392347,97915,-0.008522965622340362,258300,-0.013253585036901721,419561,0.0096321019567174,139929,69.89162465504317
2024-04-17,0.008484483715347544,97112,-0.057418377807421046,138304,0.012241743905091203,163669,-0.0001310054664735369,203926,-0.0021725368312987547,128468,-0.013292740907328538,303179,38.03936553487714
2024-04-18,-0.04491732505664993,104212,0.012496882664766373,81171,-0.012574014536127434,253389,0.0059812710444373356,65522,-0.00749507659077647,149993,-0.04527881778127674,566409,44.32638297200306
2024-04-19,0.03574470657605264,161972,0.004329663087187968,103952,0.04175406921611088,159060,-0.0014918062071434843,159480,0.05559184541002124,173556,0.049665193511090125,212119,48.71177063021778
2024-04-20,0.0026024213795533503,107404,-0.005558186263065529,319661,-0.0008303349780266357,179520,0.09616233205678423,217666,-0.02858984365753398,126593,0.020981988037710567,272270,66.23083224341606
2024-04-21,-0.006296679772305436,146851,-0.006659627921175758,181865,0.03266343236937332,112056,-0.03454059973385472,109231,0.3514581272900047,214332,0.006206965422412296,136292,73.67388452225902
2024-04-22,-0.00890879450577752,115667,-0.04154445017071047,125834,0.0887871966122556,215255,0.007497164973334069,126548,0.012117362362457449,155272,0.003376436719456329,163736,36.406758615202044
2024-04-23,-0.021189691564603125,75588,-0.12183209093256957,90359,-0.0010068063244786075,186187,0.00025047472554705027,121198,-0.11388956888322962,248373,-0.0022432757311910403,239599,29.665859148194848
2024-04-24,0.009002237289936958,217003,-0.0019253098193556342,337023,0.012816268091524644,157434,-0.10220796232273319,210987,-0.009692093171600902,128828,-0.004396542167473336,434064,48.20612162902888
2024-04-25,-0.023199515982990977,359853,-0.05386318892070062,163530,0.038411522966311167,189972,0.009393882266584849,280328,-0.0002354890669842212,153452,-0.00997906662265919,125160,44.03806676621551
2024-04-26,0.22127666784964156,230866,-0.027597623907664553,167942,0.021466121143131,175114,-0.02445497728560431,116575,-0.031249424806086317,81873,0.025009981717055232,178877,59.537759099629774
2024-04-27,-0.019573154494056104,233744,-0.016343985547200297,148698,0.021209083149451965,289112,0.04046710507677458,122814,0.0031245602180920823,106736,-0.009393445626533338,158436,39.055322114629206
2024-04-28,0.0033530334428017836,157465,0.0437193689104629,221457,0.0038870444293198215,119373,0.005111603512403423,281317,0.005186223544788751,357455,-0.024549440027379476,160226,58.112598791643045
2024-04-29,0.011759104662400911,268306,0.004960840165742421,106659,-0.020357864103312657,250218,-0.01111471087591065,247436,-0.0038545525137694677,229894,0.010157707871035534,161744,42.95200968022103
2024-04-30,0.010530857577131606,49926,-0.0010904427470433031,125908,-0.008707703477754543,126707,-0.013366508034630664,110050,0.35080047171105355,170910,0.0031247571778336767,137642,51.188308377055684
2024-05-01,-0.0006718824628818797,117026,-0.00472543815818618,106561,0.027499417203143618,122246,0.028900767655145484,254893,0.0007350552986205321,124940,0.008765151790101323,132458,50.32096438169226
2024-05-02,-0.014874507162995284,135580,0.060658393120729875,186390,-0.040615050202454796,195340,-0.028397122989885833,48152,-0.1335153941830368,244911,-0.01933998769177494,289105,48.07258588174234
2024-05-03,-0.007489246720358495,106929,0.032064877767744006,110313,-0.03182438641906207,135930,-0.06569241151695154,120282,0.0030986385258514344,178005,0.011943524733942616,74711,42.27077195874492
2024-05-04,-0.01674707331167721,104071,-0.004603088476946942,301244,-0.046408494613217076,112275,0.011502156314688703,267632,0.025889578091116118,187612,0.026120108769389194,78928,67.09672896945872
2024-05-05,-0.020310351846541803,209846,0.35168767901928344,155271,0.006417685160622602,135647,0.011841699214703738,179509,-0.0022669327658296845,196782,0.08853061406807679,216000,83.34970567550617
2024-05-06,0.006719595794335805,260745,0.011644622997713181,191617,0.03460344943934219,93877,-0.00960396602049434,134664,0.0303164571143975,528194,0.004613710174313513,217465,58.607172922777515
2024-05-07,-0.0030602367137760197,419876,0.017502859235733883,284410,0.008365252200024468,179282,-0.0009480452796733216,183608,-0.03309024346759977,160390,0.003960836031703582,81216,48.2313788079181
2024-05-08,-0.012968931307262453,163933,0.006760887695816578,264149,0.004318769938987966,128045,-0.05622007451626797,191909,-0.018233585387372776,228807,-0.05068127657915557,113111,40.84885724534014
2024-05-09,0.007627220310564724,135873,0.007354332331930975,108318,0.016201723586122714,117141,-0.0034110735526552667,97241,-0.017430204648248578,113529,-0.08484383026728953,287156,42.39897483283329
2024-05-10,0.0009749620205964207,112849,-0.04528246628224424,171199,-0.039471420873787584,133099,0.001979684556913395,260809,0.04589138248976539,274983,-0.007551336908475346,229952,44.08002641269261
2024-05-11,-0.004253068799521328,183956,-0.1966019788820624,148386,-0.022332583940265962,101037,0.011343184375429909,354127,0.003239013076053707,120106,-0.2495861525835762,212236,24.762565837075336
2024-05-12,0.008451074387741536,248656,-0.009201308635390253,130338,-0.14300666728564118,246521,0.009107877576847072,220948,0.0046411482541526584,324871,0.03139637832948844,134896,34.067587877240896
2024-05-13,0.004264118994458336,97309,-0.00039704445614872317,132960,-0.0015580946311698437,176935,0.011231432541638971,166589,0.007194373908735892,139055,0.0018675863021643078,75835,40.747886556736006
2024-05-14,-0.017123108264292645,196455,-0.0011099473546316227,358232,-0.17092189327709997,195966,-0.00042020812620321697,207659,-0.007796775532294973,204633,-0.0021063732074764955,190769,25.469495773779627
2024-05-15,-0.002452132541213655,236254,-0.02071950234605493,190641,0.02712891097513682,143620,-0.006420463983412104,118374,-0.0024995906569220414,147327,-0.009448240804107454,184545,69.49581085299998
2024-05-16,-0.007313560363572484,143424,0.011766812000345721,184561,-0.03551456429095833,194009,-0.02712937680799193,227128,-0.00040430112879852765,271880,-0.0036611159442525715,167913,51.15302191435726
2024-05-17,-0.0369078094138887,96460,-0.0013063017044384088,141769,0.011641339034606075,165648,0.028341384116023414,78095,-0.005936386920191666,283641,-0.018199587831088833,172292,51.55376450220291
2024-05-18,-0.00013391641055456624,189575,-0.013120729392564909,281028,-0.16711836528225651,126493,0.050206699688311845,204764,-0.250350589059808,155757,0.030494115018384605,151200,16.090000934499848
2024-05-19,0.02378375773409184,119506,0.010778867356158474,316868,0.006952600919038325,140056,-0.0761896194183063,215299,0.010973240732232558,76879,-0.0370919684619877,260926,52.180548264163434
2024-05-20,-0.24643044992162982,247925,-0.04176480579755848,169223,-0.015340590839584953,148631,-0.03650299767405862,190994,-0.01054133943482628,406571,-0.0206775873373631,80394,24.083768468465298
2024-05-21,-0.010567693448993663,222528,0.001809375122247119,113023,0.023339977712247096,161463,0.04484125254140543,147391,0.01436662719167255,137128,0.009591952496092924,162074,57.700455518962265
2024-05-22,-0.02759220590311526,103397,0.004796232096173393,245652,0.0026571694860380883,79407,-0.133810461652642,201976,-0.04125349334168361,142826,0.09110096282690065,101888,33.293677075475856
2024-05-23,0.02650005618887371,176478,-0.022760872369521255,87309,-0.02985795011690559,165360,0.01632414155473445,92120,-0.01141889127460114,195733,-0.008640242692765752,112449,49.61243799349673
2024-05-24,0.004941262568238966,135890,0.009569235454795454,183061,-0.00023884750013904795,119489,-0.010541350377147669,159024,0.016440388269774595,88828,0.009180821432624761,209473,47.71843194114497
2024-05-25,0.007348865288216209,329708,-0.00017276480985173347,497267,-0.059289671403925215,168799,0.026226077909384145,223079,0.0012053877656339892,79837,-0.062084684916600755,296883,36.55943575188857
2024-05-26,0.004534464536453942,222013,0.004104806650086388,134111,-0.005417702560221319,266964,0.022437383698323828,147003,0.03565230783018645,135508,-0.002264361396942591,196837,61.27752327526493
2024-05-27,0.004921898499728707,106367,-0.184308716781619,244910,0.005733252594113646,106681,-0.0012513593149137202,106935,-0.04580850292190886,113110,0.007341211253563015,220532,20.398107469964227
2024-05-28,0.24509636246941324,127171,0.01074829948255003,94921,0.2564124127537006,127736,-0.02452042376242763,160682,-0.0032478571178526333,101479,0.0075642910832280225,102675,88.45130163704894
2024-05-29,0.0027520458866528287,378707,-0.24296554216017194,115355,-0.006518885468785077,143026,-0.006778305307376227,140520,0.004460377967482373,137510,0.35015792809133617,208676,63.5853692694725
